일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
2023-02-28,60600,100,0.17,60800,61400,60500,13715861,8.35E+11,3.62E+14,5969782550
2023-02-27,60500,-800,-1.31,60800,60800,60200,11155697,6.74E+11,3.61E+14,5969782550
2023-02-24,61300,-700,-1.13,62300,62600,61300,10308143,6.39E+11,3.66E+14,5969782550
2023-02-23,62000,900,1.47,61700,62500,61500,13047099,8.09E+11,3.70E+14,5969782550
2023-02-22,61100,-1000,-1.61,61500,61800,61000,11959088,7.32E+11,3.65E+14,5969782550
2023-02-21,62100,-600,-0.96,62700,62800,62000,7665046,4.77E+11,3.71E+14,5969782550
2023-02-20,62700,100,0.16,62900,63000,61800,12908073,8.06E+11,3.74E+14,5969782550
2023-02-17,62600,-1100,-1.73,62900,63300,62400,10791265,6.78E+11,3.74E+14,5969782550
2023-02-16,63700,1500,2.41,62500,63700,62400,13798831,8.74E+11,3.80E+14,5969782550
2023-02-15,62200,-1000,-1.58,63900,63900,62000,13208103,8.26E+11,3.71E+14,5969782550
2023-02-14,63200,300,0.48,63600,63900,63200,9126664,5.80E+11,3.77E+14,5969782550
2023-02-13,62900,100,0.16,62900,63000,62300,10730362,6.72E+11,3.75E+14,5969782550
2023-02-10,62800,-200,-0.32,62600,63000,62400,9382576,5.88E+11,3.75E+14,5969782550
2023-02-09,63000,-100,-0.16,63000,63300,62300,12164865,7.65E+11,3.76E+14,5969782550
2023-02-08,63100,1200,1.94,62800,63300,62400,12243125,7.70E+11,3.77E+14,5969782550
2023-02-07,61900,300,0.49,61900,62500,61600,14491039,8.99E+11,3.70E+14,5969782550
2023-02-06,61600,-2200,-3.45,62800,63000,61600,15529356,9.68E+11,3.68E+14,5969782550
2023-02-03,63800,300,0.47,63900,64000,63000,15194598,9.67E+11,3.81E+14,5969782550
2023-02-02,63500,1700,2.75,63200,63900,62600,23285983,1.47E+12,3.79E+14,5969782550
2023-02-01,61800,800,1.31,62600,62700,61000,18570133,1.15E+12,3.69E+14,5969782550
2023-01-31,61000,-2300,-3.63,63500,63700,61000,29746731,1.84E+12,3.64E+14,5969782550
2023-01-30,63300,-1300,-2.01,64900,64900,63100,20995234,1.34E+12,3.78E+14,5969782550
2023-01-27,64600,700,1.1,64400,65000,63900,18760182,1.21E+12,3.86E+14,5969782550
2023-01-26,63900,500,0.79,63800,63900,63300,13278277,8.46E+11,3.81E+14,5969782550
2023-01-25,63400,1600,2.59,63500,63700,63000,16822710,1.07E+12,3.78E+14,5969782550
2023-01-20,61800,300,0.49,62100,62300,61100,9646327,5.95E+11,3.69E+14,5969782550
2023-01-19,61500,1100,1.82,60500,61500,60400,12808490,7.82E+11,3.67E+14,5969782550
2023-01-18,60400,-600,-0.98,60700,61000,59900,11584041,6.99E+11,3.61E+14,5969782550
2023-01-17,61000,-100,-0.16,61200,61500,60600,9831456,6.00E+11,3.64E+14,5969782550
2023-01-16,61100,300,0.49,61300,61600,60800,10039972,6.15E+11,3.65E+14,5969782550
2023-01-13,60800,300,0.5,60500,61200,60400,12510328,7.61E+11,3.63E+14,5969782550
2023-01-12,60500,0,0,61100,61200,59900,16102561,9.72E+11,3.61E+14,5969782550
2023-01-11,60500,100,0.17,61000,61200,60300,12310751,7.47E+11,3.61E+14,5969782550
2023-01-10,60400,-300,-0.49,60200,61100,59900,14859797,8.99E+11,3.61E+14,5969782550
2023-01-09,60700,1700,2.88,59700,60700,59600,18640107,1.12E+12,3.62E+14,5969782550
2023-01-06,59000,800,1.37,58300,59400,57900,17334989,1.02E+12,3.52E+14,5969782550
2023-01-05,58200,400,0.69,58200,58800,57600,15682826,9.12E+11,3.47E+14,5969782550
2023-01-04,57800,2400,4.33,55700,58000,55600,20188071,1.15E+12,3.45E+14,5969782550
2023-01-03,55400,-100,-0.18,55400,56000,54500,13547030,7.48E+11,3.31E+14,5969782550
2023-01-02,55500,200,0.36,55500,56100,55200,10031448,5.58E+11,3.31E+14,5969782550
2022-12-29,55300,-1300,-2.3,56000,56200,55300,11295935,6.29E+11,3.30E+14,5969782550
2022-12-28,56600,-1500,-2.58,57600,57600,56400,14665410,8.33E+11,3.38E+14,5969782550
2022-12-27,58100,200,0.35,58000,58400,57900,10667027,6.20E+11,3.47E+14,5969782550
2022-12-26,57900,-200,-0.34,58000,58100,57700,6756411,3.91E+11,3.46E+14,5969782550
2022-12-23,58100,-1000,-1.69,58200,58400,57700,9829407,5.70E+11,3.47E+14,5969782550
2022-12-22,59100,1100,1.9,58100,59100,58100,10720630,6.29E+11,3.53E+14,5969782550
2022-12-21,58000,-600,-1.02,58700,59100,58000,10356971,6.04E+11,3.46E+14,5969782550
2022-12-20,58600,-900,-1.51,59000,59100,58500,9284761,5.46E+11,3.50E+14,5969782550
2022-12-19,59500,0,0,59500,59900,59100,7696187,4.58E+11,3.55E+14,5969782550
2022-12-16,59500,200,0.34,58300,59500,58300,13033596,7.70E+11,3.55E+14,5969782550
2022-12-15,59300,-1200,-1.98,59800,60200,59300,8716039,5.20E+11,3.54E+14,5969782550
2022-12-14,60500,800,1.34,59800,60600,59800,8207485,4.95E+11,3.61E+14,5969782550
2022-12-13,59700,200,0.34,59600,60300,59400,9040873,5.40E+11,3.56E+14,5969782550
2022-12-12,59500,-900,-1.49,59900,60000,59400,9036472,5.39E+11,3.55E+14,5969782550
2022-12-09,60400,1200,2.03,59300,60600,59300,10529632,6.34E+11,3.61E+14,5969782550
2022-12-08,59200,300,0.51,58700,59200,58600,12986815,7.66E+11,3.53E+14,5969782550
2022-12-07,58900,-300,-0.51,58800,59600,58500,12100662,7.14E+11,3.52E+14,5969782550
2022-12-06,59200,-1100,-1.82,59800,60100,59200,13888300,8.27E+11,3.53E+14,5969782550
2022-12-05,60300,-100,-0.17,60900,61100,60000,13767787,8.33E+11,3.60E+14,5969782550
2022-12-02,60400,-2200,-3.51,62500,62500,60400,15331184,9.36E+11,3.61E+14,5969782550
2022-12-01,62600,400,0.64,63100,63200,62300,16631445,1.04E+12,3.74E+14,5969782550
2022-11-30,62200,1600,2.64,60400,62200,60200,19768903,1.22E+12,3.71E+14,5969782550
2022-11-29,60600,500,0.83,59900,60600,59800,7014160,4.22E+11,3.62E+14,5969782550
2022-11-28,60100,-900,-1.48,60500,60500,59800,8589032,5.15E+11,3.59E+14,5969782550
2022-11-25,61000,-400,-0.65,61400,61700,60800,6677933,4.08E+11,3.64E+14,5969782550
2022-11-24,61400,400,0.66,61200,61700,60900,8125010,4.97E+11,3.67E+14,5969782550
2022-11-23,61000,400,0.66,61200,61300,60700,8765050,5.35E+11,3.64E+14,5969782550
2022-11-22,60600,-800,-1.3,60900,61200,60300,9411289,5.71E+11,3.62E+14,5969782550
2022-11-21,61400,-400,-0.65,61400,61800,60800,9378097,5.74E+11,3.67E+14,5969782550
2022-11-18,61800,400,0.65,61800,62400,61400,12236503,7.57E+11,3.69E+14,5969782550
2022-11-17,61400,-1300,-2.07,62000,62000,61300,13298296,8.19E+11,3.67E+14,5969782550
2022-11-16,62700,300,0.48,62400,62700,61700,12909260,8.04E+11,3.74E+14,5969782550
2022-11-15,62400,500,0.81,62200,62500,61600,12310986,7.64E+11,3.73E+14,5969782550
2022-11-14,61900,-1000,-1.59,62900,62900,61700,15973416,9.93E+11,3.70E+14,5969782550
2022-11-11,62900,2500,4.14,63100,63200,62300,20037163,1.26E+12,3.75E+14,5969782550
2022-11-10,60400,-1600,-2.58,61400,61500,60400,21087633,1.28E+12,3.61E+14,5969782550
2022-11-09,62000,200,0.32,62000,62200,61300,14045592,8.70E+11,3.70E+14,5969782550
2022-11-08,61800,1600,2.66,60500,61900,60500,18273898,1.12E+12,3.69E+14,5969782550
2022-11-07,60200,800,1.35,59700,60300,59400,12437246,7.47E+11,3.59E+14,5969782550
2022-11-04,59400,200,0.34,59100,59500,58400,12445841,7.35E+11,3.55E+14,5969782550
2022-11-03,59200,-400,-0.67,58600,59800,58100,17492162,1.03E+12,3.53E+14,5969782550
2022-11-02,59600,-400,-0.67,59700,60000,59300,13202919,7.87E+11,3.56E+14,5969782550
2022-11-01,60000,600,1.01,59900,60300,59500,17201647,1.03E+12,3.58E+14,5969782550
2022-10-31,59400,2100,3.66,58100,59900,58000,18999514,1.13E+12,3.55E+14,5969782550
2022-10-28,57300,-2200,-3.7,58900,59200,57200,20924937,1.21E+12,3.42E+14,5969782550
2022-10-27,59500,100,0.17,59700,60100,58900,21756712,1.30E+12,3.55E+14,5969782550
2022-10-26,59400,1700,2.95,58000,59600,57700,20824967,1.23E+12,3.55E+14,5969782550
2022-10-25,57700,200,0.35,57000,58600,57000,17405678,1.01E+12,3.44E+14,5969782550
2022-10-24,57500,1600,2.86,57000,57500,56700,16944503,9.69E+11,3.43E+14,5969782550
2022-10-21,55900,400,0.72,55100,56300,55100,11456060,6.40E+11,3.34E+14,5969782550
2022-10-20,55500,-300,-0.54,55200,56000,55100,17107653,9.49E+11,3.31E+14,5969782550
2022-10-19,55800,-700,-1.24,56700,56900,55700,12660652,7.11E+11,3.33E+14,5969782550
2022-10-18,56500,-100,-0.18,56700,57100,55800,14820702,8.36E+11,3.37E+14,5969782550
2022-10-17,56600,300,0.53,55800,57000,55700,13641878,7.70E+11,3.38E+14,5969782550
2022-10-14,56300,1100,1.99,56200,56500,55800,12924326,7.27E+11,3.36E+14,5969782550
2022-10-13,55200,-600,-1.08,55400,56100,55200,13784602,7.65E+11,3.30E+14,5969782550
2022-10-12,55800,400,0.72,55700,57000,55200,18408910,1.03E+12,3.33E+14,5969782550
2022-10-11,55400,-800,-1.42,54400,55700,54000,21437877,1.17E+12,3.31E+14,5969782550
2022-10-07,56200,-100,-0.18,55900,56900,55200,16886813,9.49E+11,3.36E+14,5969782550
2022-10-06,56300,300,0.54,56700,57300,56300,14944446,8.48E+11,3.36E+14,5969782550
2022-10-05,56000,800,1.45,56900,57200,55400,22458970,1.26E+12,3.34E+14,5969782550
2022-10-04,55200,2100,3.95,55300,55400,54500,19148435,1.06E+12,3.30E+14,5969782550
2022-09-30,53100,500,0.95,52300,53600,51800,22503249,1.19E+12,3.17E+14,5969782550
2022-09-29,52600,-300,-0.57,53300,53700,52600,13882080,7.38E+11,3.14E+14,5969782550
2022-09-28,52900,-1300,-2.4,53900,54400,52500,19991129,1.06E+12,3.16E+14,5969782550
2022-09-27,54200,300,0.56,53800,54200,53500,16631289,8.97E+11,3.24E+14,5969782550
2022-09-26,53900,-600,-1.1,53700,54200,53600,15008449,8.07E+11,3.22E+14,5969782550
2022-09-23,54500,100,0.18,54400,54900,54200,10555964,5.76E+11,3.25E+14,5969782550
2022-09-22,54400,-900,-1.63,54600,54700,54300,12786510,6.96E+11,3.25E+14,5969782550
2022-09-21,55300,-500,-0.9,55400,55500,55000,11863700,6.55E+11,3.30E+14,5969782550
2022-09-20,55800,-600,-1.06,56400,57000,55800,14041465,7.88E+11,3.33E+14,5969782550
2022-09-19,56400,200,0.36,56300,57000,56000,12278653,6.94E+11,3.37E+14,5969782550
2022-09-16,56200,200,0.36,55600,56400,55500,13456503,7.52E+11,3.36E+14,5969782550
2022-09-15,56000,-800,-1.41,57000,57100,56000,11664819,6.58E+11,3.34E+14,5969782550
2022-09-14,56800,-1300,-2.24,56200,57200,56100,12524961,7.10E+11,3.39E+14,5969782550
2022-09-13,58100,2500,4.5,57000,58500,56800,17166581,9.91E+11,3.47E+14,5969782550
2022-09-08,55600,-400,-0.71,56200,56400,55600,18000016,1.01E+12,3.32E+14,5969782550
2022-09-07,56000,-1100,-1.93,56700,56700,55900,17384854,9.76E+11,3.34E+14,5969782550
2022-09-06,57100,0,0,57200,57600,56900,7503086,4.29E+11,3.41E+14,5969782550
2022-09-05,57100,-400,-0.7,57400,57800,56800,11425977,6.54E+11,3.41E+14,5969782550
2022-09-02,57500,-900,-1.54,58300,58600,57500,15040310,8.72E+11,3.43E+14,5969782550
2022-09-01,58400,-1300,-2.18,58700,58900,58300,14905777,8.72E+11,3.49E+14,5969782550
2022-08-31,59700,900,1.53,58200,59900,58200,14203512,8.41E+11,3.56E+14,5969782550
2022-08-30,58800,200,0.34,58700,59000,58300,9690044,5.68E+11,3.51E+14,5969782550
2022-08-29,58600,-1400,-2.33,58700,58900,58600,9841329,5.78E+11,3.50E+14,5969782550
2022-08-26,60000,300,0.5,60300,60900,59900,9499995,5.73E+11,3.58E+14,5969782550
2022-08-25,59700,700,1.19,59200,59700,59000,5767902,3.43E+11,3.56E+14,5969782550
2022-08-24,59000,-100,-0.17,59200,59500,59000,8888486,5.25E+11,3.52E+14,5969782550
2022-08-23,59100,-900,-1.5,59000,59600,59000,9041629,5.36E+11,3.53E+14,5969782550
2022-08-22,60000,-900,-1.48,60300,60400,59800,8259865,4.96E+11,3.58E+14,5969782550
2022-08-19,60900,-600,-0.98,61400,61600,60600,6923679,4.22E+11,3.64E+14,5969782550
2022-08-18,61500,1100,1.82,60300,61900,60000,16372754,9.98E+11,3.67E+14,5969782550
2022-08-17,60400,-600,-0.98,61100,61200,60300,9061518,5.50E+11,3.61E+14,5969782550
2022-08-16,61000,800,1.33,60500,61600,60300,15036727,9.18E+11,3.64E+14,5969782550
2022-08-12,60200,300,0.5,59500,60700,59400,10786658,6.49E+11,3.59E+14,5969782550
2022-08-11,59900,800,1.35,59600,60000,59300,15141941,9.04E+11,3.58E+14,5969782550
2022-08-10,59100,-900,-1.5,58900,59200,58600,18084349,1.07E+12,3.53E+14,5969782550
2022-08-09,60000,-800,-1.32,60600,60700,59600,18251170,1.09E+12,3.58E+14,5969782550
2022-08-08,60800,-700,-1.14,61400,61400,60600,11313150,6.89E+11,3.63E+14,5969782550
2022-08-05,61500,0,0,61700,61900,61200,9567620,5.89E+11,3.67E+14,5969782550
2022-08-04,61500,200,0.33,61700,61800,61200,9125439,5.62E+11,3.67E+14,5969782550
2022-08-03,61300,-400,-0.65,61600,61600,61000,10053861,6.15E+11,3.66E+14,5969782550
2022-08-02,61700,400,0.65,61200,61900,61000,13614895,8.38E+11,3.68E+14,5969782550
2022-08-01,61300,-100,-0.16,61000,61700,60300,13154816,8.03E+11,3.66E+14,5969782550
2022-07-29,61400,-500,-0.81,62400,62600,61300,15093120,9.33E+11,3.67E+14,5969782550
2022-07-28,61900,100,0.16,62300,62600,61600,10745302,6.67E+11,3.70E+14,5969782550
2022-07-27,61800,100,0.16,61300,61900,61200,7320997,4.50E+11,3.69E+14,5969782550
2022-07-26,61700,600,0.98,60800,61900,60800,6597211,4.05E+11,3.68E+14,5969782550
2022-07-25,61100,-200,-0.33,60900,61900,60800,9193681,5.66E+11,3.65E+14,5969782550
2022-07-22,61300,-500,-0.81,61800,62200,61200,10261310,6.32E+11,3.66E+14,5969782550
2022-07-21,61800,1300,2.15,61100,61900,60700,12291374,7.55E+11,3.69E+14,5969782550
2022-07-20,60500,-400,-0.66,61800,62100,60500,16782238,1.03E+12,3.61E+14,5969782550
2022-07-19,60900,-1000,-1.62,61400,61500,60200,15248261,9.26E+11,3.64E+14,5969782550
2022-07-18,61900,1900,3.17,60600,62000,60500,20832517,1.28E+12,3.70E+14,5969782550
2022-07-15,60000,2500,4.35,58400,60000,58100,18685583,1.10E+12,3.58E+14,5969782550
2022-07-14,57500,-500,-0.86,57500,58200,57400,15067012,8.69E+11,3.43E+14,5969782550
2022-07-13,58000,-100,-0.17,58300,58600,58000,10841315,6.32E+11,3.46E+14,5969782550
2022-07-12,58100,-700,-1.19,58600,58700,58100,9336061,5.44E+11,3.47E+14,5969782550
2022-07-11,58800,100,0.17,59300,59600,58700,13042624,7.71E+11,3.51E+14,5969782550
2022-07-08,58700,500,0.86,58600,59300,58200,15339271,9.02E+11,3.50E+14,5969782550
2022-07-07,58200,1800,3.19,56400,58700,56300,21322833,1.23E+12,3.47E+14,5969782550
2022-07-06,56400,-800,-1.4,57300,57300,56400,16820461,9.56E+11,3.37E+14,5969782550
2022-07-05,57200,100,0.18,57600,58200,57200,14216539,8.18E+11,3.41E+14,5969782550
2022-07-04,57100,900,1.6,56100,57400,55700,17807126,1.01E+12,3.41E+14,5969782550
2022-07-01,56200,-800,-1.4,56900,57500,55900,24982097,1.41E+12,3.36E+14,5969782550
2022-06-30,57000,-1000,-1.72,57200,57600,57000,18915142,1.08E+12,3.40E+14,5969782550
2022-06-29,58000,-1400,-2.36,58500,58800,58000,14677138,8.56E+11,3.46E+14,5969782550
2022-06-28,59400,600,1.02,59200,59500,58700,13540538,8.00E+11,3.55E+14,5969782550
2022-06-27,58800,400,0.68,59000,59900,58300,18122236,1.07E+12,3.51E+14,5969782550
2022-06-24,58400,1000,1.74,57900,59100,57700,23256103,1.36E+12,3.49E+14,5969782550
2022-06-23,57400,-200,-0.35,57700,58000,56800,28338608,1.63E+12,3.43E+14,5969782550
2022-06-22,57600,-900,-1.54,59000,59100,57600,23334687,1.36E+12,3.44E+14,5969782550
2022-06-21,58500,-200,-0.34,58700,59200,58200,25148109,1.48E+12,3.49E+14,5969782550
2022-06-20,58700,-1100,-1.84,59800,59900,58100,34111306,2.00E+12,3.50E+14,5969782550
2022-06-17,59800,-1100,-1.81,59400,59900,59400,29053450,1.73E+12,3.57E+14,5969782550
2022-06-16,60900,200,0.33,61300,61800,60500,23394895,1.43E+12,3.64E+14,5969782550
2022-06-15,60700,-1200,-1.94,61300,61500,60200,26811224,1.63E+12,3.62E+14,5969782550
2022-06-14,61900,-200,-0.32,61200,62200,61100,24606419,1.52E+12,3.70E+14,5969782550
2022-06-13,62100,-1700,-2.66,62400,62800,62100,22157816,1.38E+12,3.71E+14,5969782550
2022-06-10,63800,-1400,-2.15,64000,64400,63800,22193552,1.42E+12,3.81E+14,5969782550
2022-06-09,65200,-100,-0.15,65100,65200,64500,25790725,1.67E+12,3.89E+14,5969782550
2022-06-08,65300,-200,-0.31,65400,65700,65300,12483180,8.17E+11,3.90E+14,5969782550
2022-06-07,65500,-1300,-1.95,66200,66400,65400,19355755,1.27E+12,3.91E+14,5969782550
2022-06-03,66800,100,0.15,67200,67300,66800,8222883,5.51E+11,3.99E+14,5969782550
2022-06-02,66700,-700,-1.04,66600,67000,66400,14959443,9.97E+11,3.98E+14,5969782550
2022-05-31,67400,-300,-0.44,67500,67500,66700,24365002,1.64E+12,4.02E+14,5969782550
2022-05-30,67700,1200,1.8,67500,67800,66900,14255484,9.61E+11,4.04E+14,5969782550
2022-05-27,66500,600,0.91,66700,66900,66200,11405555,7.59E+11,3.97E+14,5969782550
2022-05-26,65900,-500,-0.75,66300,67200,65500,15970890,1.06E+12,3.93E+14,5969782550
2022-05-25,66400,-100,-0.15,66700,67100,65900,15150490,1.01E+12,3.96E+14,5969782550
2022-05-24,66500,-1400,-2.06,67500,67700,66500,15482576,1.04E+12,3.97E+14,5969782550
2022-05-23,67900,-100,-0.15,68800,68800,67600,13684088,9.31E+11,4.05E+14,5969782550
2022-05-20,68000,500,0.74,67800,68400,67700,12109671,8.24E+11,4.06E+14,5969782550
2022-05-19,67500,-600,-0.88,66500,67600,66500,17073727,1.15E+12,4.03E+14,5969782550
2022-05-18,68100,500,0.74,68300,68700,67600,16486319,1.12E+12,4.07E+14,5969782550
2022-05-17,67600,1300,1.96,66600,67900,66600,15680447,1.06E+12,4.04E+14,5969782550
2022-05-16,66300,-200,-0.3,67100,67400,66100,11937555,7.96E+11,3.96E+14,5969782550
2022-05-13,66500,1600,2.47,65300,66700,65200,14551536,9.62E+11,3.97E+14,5969782550
2022-05-12,64900,-800,-1.22,65200,65500,64900,16414188,1.07E+12,3.87E+14,5969782550
2022-05-11,65700,0,0,65500,66300,65200,12330920,8.12E+11,3.92E+14,5969782550
2022-05-10,65700,-400,-0.61,65900,66300,65300,17235605,1.13E+12,3.92E+14,5969782550
2022-05-09,66100,-400,-0.6,66300,66900,66100,11858736,7.88E+11,3.95E+14,5969782550
2022-05-06,66500,-1400,-2.06,67000,67100,66500,14356156,9.57E+11,3.97E+14,5969782550
2022-05-04,67900,400,0.59,68000,68400,67500,11505248,7.81E+11,4.05E+14,5969782550
2022-05-03,67500,200,0.3,67400,68400,67300,14168875,9.63E+11,4.03E+14,5969782550
2022-05-02,67300,-100,-0.15,66600,67600,66500,14106184,9.46E+11,4.02E+14,5969782550
2022-04-29,67400,2600,4.01,65100,67600,65000,26190390,1.75E+12,4.02E+14,5969782550
2022-04-28,64800,-200,-0.31,65400,65500,64500,16895527,1.09E+12,3.87E+14,5969782550
2022-04-27,65000,-1100,-1.66,65400,65500,64900,18122084,1.18E+12,3.88E+14,5969782550
2022-04-26,66100,-200,-0.3,66400,66700,66100,12946923,8.58E+11,3.95E+14,5969782550
2022-04-25,66300,-700,-1.04,66500,66700,66300,11016474,7.32E+11,3.96E+14,5969782550
2022-04-22,67000,-700,-1.03,67200,67300,66700,11791478,7.89E+11,4.00E+14,5969782550
2022-04-21,67700,300,0.45,67600,68300,67500,12847448,8.73E+11,4.04E+14,5969782550
2022-04-20,67400,100,0.15,67000,67400,66500,16693293,1.12E+12,4.02E+14,5969782550
2022-04-19,67300,600,0.9,67100,68000,67000,12959434,8.76E+11,4.02E+14,5969782550
2022-04-18,66700,100,0.15,66500,67100,66100,10119203,6.75E+11,3.98E+14,5969782550
2022-04-15,66600,-900,-1.33,67200,67300,66500,13176415,8.79E+11,3.98E+14,5969782550
2022-04-14,67500,-1200,-1.75,68700,68700,67500,16409494,1.11E+12,4.03E+14,5969782550
2022-04-13,68700,1700,2.54,67300,69000,67200,17378619,1.18E+12,4.10E+14,5969782550
2022-04-12,67000,-900,-1.33,67600,67700,67000,13924389,9.37E+11,4.00E+14,5969782550
2022-04-11,67900,100,0.15,67800,68100,67400,12263735,8.31E+11,4.05E+14,5969782550
2022-04-08,67800,-200,-0.29,68100,68300,67700,15453191,1.05E+12,4.05E+14,5969782550
2022-04-07,68000,-500,-0.73,68500,68500,68000,20683327,1.41E+12,4.06E+14,5969782550
2022-04-06,68500,-700,-1.01,68600,68800,68500,15517308,1.06E+12,4.09E+14,5969782550
2022-04-05,69200,-100,-0.14,69400,69600,69100,8467248,5.86E+11,4.13E+14,5969782550
2022-04-04,69300,200,0.29,68900,69300,68600,11107905,7.67E+11,4.14E+14,5969782550
2022-04-01,69100,-500,-0.72,69500,69500,69000,15916846,1.10E+12,4.13E+14,5969782550
2022-03-31,69600,-300,-0.43,69900,70200,69600,12510366,8.73E+11,4.15E+14,5969782550
2022-03-30,69900,-300,-0.43,70300,70500,69800,12670187,8.88E+11,4.17E+14,5969782550
2022-03-29,70200,500,0.72,70000,70300,69800,13686208,9.59E+11,4.19E+14,5969782550
2022-03-28,69700,-100,-0.14,69500,69900,69200,12619289,8.78E+11,4.16E+14,5969782550
2022-03-25,69800,0,0,70100,70200,69600,12986010,9.06E+11,4.17E+14,5969782550
2022-03-24,69800,-700,-0.99,69600,70300,69600,37943357,2.63E+12,4.17E+14,5969782550
2022-03-23,70500,200,0.28,70600,71200,70300,12398025,8.76E+11,4.21E+14,5969782550
2022-03-22,70300,400,0.57,69900,70500,69900,9402666,6.60E+11,4.20E+14,5969782550
2022-03-21,69900,-800,-1.13,70900,71000,69900,11169002,7.84E+11,4.17E+14,5969782550
2022-03-18,70700,-500,-0.7,70600,70900,70200,14410038,1.02E+12,4.22E+14,5969782550
2022-03-17,71200,800,1.14,71200,71800,70900,17646315,1.26E+12,4.25E+14,5969782550
2022-03-16,70400,900,1.29,70200,70500,69700,10175750,7.13E+11,4.20E+14,5969782550
2022-03-15,69500,-700,-1,69800,70100,69500,10258562,7.16E+11,4.15E+14,5969782550
2022-03-14,70200,200,0.29,70000,70200,69600,9040993,6.33E+11,4.19E+14,5969782550
2022-03-11,70000,-1200,-1.69,70500,70700,69700,15787655,1.11E+12,4.18E+14,5969782550
2022-03-10,71200,1700,2.45,70800,71200,70500,21159248,1.50E+12,4.25E+14,5969782550
2022-03-08,69500,-600,-0.86,68800,70000,68700,15828269,1.10E+12,4.15E+14,5969782550
2022-03-07,70100,-1400,-1.96,70000,70600,69900,18617138,1.31E+12,4.18E+14,5969782550
2022-03-04,71500,-1400,-1.92,72700,72700,71200,13409634,9.61E+11,4.27E+14,5969782550
2022-03-03,72900,1200,1.67,72300,73100,72200,13232638,9.63E+11,4.35E+14,5969782550
2022-03-02,71700,-400,-0.55,72300,72400,71500,12481430,8.97E+11,4.28E+14,5969782550
2022-02-28,72100,200,0.28,71100,72100,71000,17781783,1.27E+12,4.30E+14,5969782550
2022-02-25,71900,400,0.56,72100,72600,71900,13168484,9.51E+11,4.29E+14,5969782550
2022-02-24,71500,-1500,-2.05,72300,72300,71300,15759283,1.13E+12,4.27E+14,5969782550
2022-02-23,73000,-400,-0.54,73800,73800,72800,10397964,7.60E+11,4.36E+14,5969782550
2022-02-22,73400,-800,-1.08,73000,73400,72800,11692469,8.54E+11,4.38E+14,5969782550
2022-02-21,74200,-100,-0.13,73200,74300,72600,10489717,7.70E+11,4.43E+14,5969782550
2022-02-18,74300,-700,-0.93,74600,74800,73700,10122226,7.52E+11,4.44E+14,5969782550
2022-02-17,75000,200,0.27,75000,75600,74500,13605382,1.02E+12,4.48E+14,5969782550
2022-02-16,74800,1100,1.49,74600,74900,74200,10767386,8.02E+11,4.47E+14,5969782550
2022-02-15,73700,0,0,74100,74200,73100,9320365,6.87E+11,4.40E+14,5969782550
2022-02-14,73700,-1200,-1.6,74400,74500,73100,13993255,1.03E+12,4.40E+14,5969782550
2022-02-11,74900,-500,-0.66,75000,75500,74600,12205407,9.15E+11,4.47E+14,5969782550
2022-02-10,75400,700,0.94,75600,75800,74700,17746033,1.34E+12,4.50E+14,5969782550
2022-02-09,74700,1200,1.63,74300,74700,74000,9699122,7.22E+11,4.46E+14,5969782550
2022-02-08,73500,500,0.68,73800,74200,73000,11736666,8.64E+11,4.39E+14,5969782550
2022-02-07,73000,-1000,-1.35,73500,73600,72400,14240838,1.04E+12,4.36E+14,5969782550
2022-02-04,74000,700,0.95,74300,74600,73400,12730034,9.41E+11,4.42E+14,5969782550
2022-02-03,73300,0,0,74900,74900,73300,17744721,1.31E+12,4.38E+14,5969782550
2022-01-28,73300,2000,2.81,71300,73700,71200,21367447,1.55E+12,4.38E+14,5969782550
2022-01-27,71300,-2000,-2.73,73800,74000,71300,22274777,1.60E+12,4.26E+14,5969782550
2022-01-26,73300,-700,-0.95,73900,74400,73100,12976730,9.56E+11,4.38E+14,5969782550
2022-01-25,74000,-1100,-1.46,74800,75000,73200,17766704,1.31E+12,4.42E+14,5969782550
2022-01-24,75100,-500,-0.66,75400,75800,74700,13691134,1.03E+12,4.48E+14,5969782550
2022-01-21,75600,-900,-1.18,75800,75800,74700,15774888,1.19E+12,4.51E+14,5969782550
2022-01-20,76500,200,0.26,76200,76700,75900,9708168,7.41E+11,4.57E+14,5969782550
2022-01-19,76300,-700,-0.91,76500,76900,76100,10598290,8.10E+11,4.55E+14,5969782550
2022-01-18,77000,-500,-0.65,77600,77800,76600,9592788,7.40E+11,4.60E+14,5969782550
2022-01-17,77500,200,0.26,77600,77800,76900,8785122,6.79E+11,4.63E+14,5969782550
2022-01-14,77300,-600,-0.77,77700,78100,77100,10096725,7.82E+11,4.61E+14,5969782550
2022-01-13,77900,-1000,-1.27,79300,79300,77900,13889401,1.09E+12,4.65E+14,5969782550
2022-01-12,78900,0,0,79500,79600,78600,11000502,8.69E+11,4.71E+14,5969782550
2022-01-11,78900,900,1.15,78400,79000,78000,13221123,1.04E+12,4.71E+14,5969782550
2022-01-10,78000,-300,-0.38,78100,78100,77100,9947422,7.73E+11,4.66E+14,5969782550
2022-01-07,78300,1400,1.82,78100,78400,77400,15163757,1.18E+12,4.67E+14,5969782550
2022-01-06,76900,-500,-0.65,76700,77600,76600,12931954,9.96E+11,4.59E+14,5969782550
