일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
2018-02-23,47220,460,0.98,46760,47800,46760,248466,5.87E+11,3.03E+14,128386494
2018-02-22,46760,-520,-1.1,47260,47260,46760,177399,4.17E+11,3.00E+14,128386494
2018-02-21,47280,-120,-0.25,47280,47580,46840,257604,6.08E+11,3.04E+14,128386494
2018-02-20,47400,-980,-2.03,48040,48160,47220,202452,4.81E+11,3.04E+14,128386494
2018-02-19,48380,-620,-1.27,49800,49800,47860,307069,7.46E+11,3.11E+14,128386494
2018-02-14,49000,1460,3.07,48080,49100,47940,378118,9.23E+11,3.15E+14,128386494
2018-02-13,47540,1820,3.98,46200,48060,46200,378465,8.97E+11,3.05E+14,128386494
2018-02-12,45720,1020,2.28,45100,46320,45040,315099,7.20E+11,2.93E+14,128386494
2018-02-09,44700,-1300,-2.83,44440,45180,44420,349300,7.81E+11,2.87E+14,128386494
2018-02-08,46000,200,0.44,46120,46620,45980,465021,1.08E+12,2.95E+14,128386494
2018-02-07,45800,-1620,-3.42,48240,48260,45800,468961,1.10E+12,2.96E+14,129098494
2018-02-06,47420,-500,-1.04,46600,47920,46580,388129,9.14E+11,3.06E+14,129098494
2018-02-05,47920,220,0.46,46500,48320,46000,567158,1.33E+12,3.09E+14,129098494
2018-02-02,47700,-2120,-4.26,49380,49400,47700,585207,1.41E+12,3.08E+14,129098494
2018-02-01,49820,-80,-0.16,50620,50960,49720,552189,1.39E+12,3.22E+14,129098494
2018-01-31,49900,100,0.2,50020,54140,49600,1293626,3.35E+12,3.22E+14,129098494
2018-01-30,49800,-1420,-2.77,50440,50640,49780,245691,6.16E+11,3.21E+14,129098494
2018-01-29,51220,440,0.87,51200,51480,50900,236776,6.07E+11,3.31E+14,129098494
2018-01-26,50780,520,1.03,50500,50780,49840,207002,5.22E+11,3.28E+14,129098494
2018-01-25,50260,920,1.86,49220,50360,49160,223207,5.57E+11,3.24E+14,129098494
2018-01-24,49340,180,0.37,48860,49700,48560,191010,4.71E+11,3.18E+14,129098494
2018-01-23,49160,920,1.91,48660,49160,48300,270654,6.60E+11,3.17E+14,129098494
2018-01-22,48240,-1080,-2.19,48640,48680,47960,250418,6.03E+11,3.11E+14,129098494
2018-01-19,49320,-580,-1.16,50380,50380,49040,184399,4.57E+11,3.18E+14,129098494
2018-01-18,49900,280,0.56,50020,50640,49820,296977,7.46E+11,3.22E+14,129098494
2018-01-17,49620,-380,-0.76,50020,50020,49060,221061,5.49E+11,3.20E+14,129098494
2018-01-16,50000,1460,3.01,48760,50140,48620,407793,1.01E+12,3.23E+14,129098494
2018-01-15,48540,340,0.71,48800,48980,47920,201920,4.90E+11,3.13E+14,129098494
2018-01-12,48200,-40,-0.08,48240,48480,46760,545409,1.29E+12,3.11E+14,129098494
2018-01-11,48240,-600,-1.23,48200,49260,48020,502476,1.22E+12,3.11E+14,129098494
2018-01-10,48840,-1560,-3.1,50500,50520,48640,371336,9.13E+11,3.15E+14,129098494
2018-01-09,50400,-1620,-3.11,51460,51720,49980,360272,9.16E+11,3.25E+14,129098494
2018-01-08,52020,-100,-0.19,52400,52520,51500,167673,4.36E+11,3.36E+14,129098494
2018-01-05,52120,1040,2.04,51300,52120,51200,189623,4.91E+11,3.36E+14,129098494
2018-01-04,51080,-540,-1.05,52120,52180,50640,233909,6.01E+11,3.30E+14,129098494
2018-01-03,51620,600,1.18,52540,52560,51420,200270,5.18E+11,3.33E+14,129098494
2018-01-02,51020,60,0.12,51380,51400,50780,169485,4.33E+11,3.29E+14,129098494
2017-12-28,50960,1600,3.24,49560,50960,49500,179709,4.54E+11,3.29E+14,129098494
2017-12-27,49360,1160,2.41,48960,49560,48460,214872,5.26E+11,3.19E+14,129098494
2017-12-26,48200,-1500,-3.02,49760,50100,48200,320797,7.88E+11,3.11E+14,129098494
2017-12-22,49700,560,1.14,49400,49960,49240,223993,5.56E+11,3.21E+14,129098494
2017-12-21,49140,-1740,-3.42,51000,51060,49100,312486,7.77E+11,3.17E+14,129098494
2017-12-20,50880,-680,-1.32,51500,51760,50820,201611,5.16E+11,3.28E+14,129098494
2017-12-19,51560,360,0.7,51540,52080,51520,239572,6.19E+11,3.33E+14,129098494
2017-12-18,51200,580,1.15,50620,51240,50620,147005,3.75E+11,3.30E+14,129098494
2017-12-15,50620,-440,-0.86,51240,51480,50520,298571,7.59E+11,3.27E+14,129098494
2017-12-14,51060,-260,-0.51,51320,52280,51060,406208,1.05E+12,3.30E+14,129098494
2017-12-13,51320,-780,-1.5,52100,52100,51100,226674,5.82E+11,3.31E+14,129098494
2017-12-12,52100,320,0.62,51820,52100,51660,175301,4.56E+11,3.36E+14,129098494
2017-12-11,51780,-220,-0.42,52000,52040,51500,162517,4.21E+11,3.34E+14,129098494
2017-12-08,52000,1260,2.48,51360,52000,51040,225809,5.84E+11,3.36E+14,129098494
2017-12-07,50740,720,1.44,50040,50980,50020,221312,5.58E+11,3.28E+14,129098494
2017-12-06,50020,-1240,-2.42,51260,51560,50020,217784,5.52E+11,3.23E+14,129098494
2017-12-05,51260,-80,-0.16,50600,51300,50280,186531,4.75E+11,3.31E+14,129098494
2017-12-04,51340,500,0.98,50840,51340,50020,297301,7.55E+11,3.31E+14,129098494
2017-12-01,50840,40,0.08,50800,51780,50800,257372,6.58E+11,3.28E+14,129098494
2017-11-30,50800,-1800,-3.42,50800,51860,50200,592683,1.51E+12,3.28E+14,129098494
2017-11-29,52600,-680,-1.28,53200,53240,52500,191805,5.07E+11,3.40E+14,129098494
2017-11-28,53280,640,1.22,52700,53280,51720,269988,7.11E+11,3.44E+14,129098494
2017-11-27,52640,-2820,-5.08,55360,55360,52640,362578,9.69E+11,3.40E+14,129098494
2017-11-24,55460,160,0.29,55300,55500,55180,90724,2.51E+11,3.58E+14,129098494
2017-11-23,55300,-660,-1.18,55960,55980,55020,125458,3.48E+11,3.57E+14,129098494
2017-11-22,55960,680,1.23,55980,56200,55620,159059,4.45E+11,3.61E+14,129098494
2017-11-21,55280,80,0.14,55400,55840,55280,206494,5.73E+11,3.57E+14,129098494
2017-11-20,55200,-620,-1.11,55900,55980,55200,189455,5.26E+11,3.56E+14,129098494
2017-11-17,55820,40,0.07,56400,56880,55820,214663,6.05E+11,3.60E+14,129098494
2017-11-16,55780,440,0.8,55440,56000,55400,152814,4.26E+11,3.60E+14,129098494
2017-11-15,55340,-580,-1.04,55920,56320,55320,176339,4.90E+11,3.57E+14,129098494
2017-11-14,55920,-460,-0.82,56380,56740,55920,134500,3.78E+11,3.61E+14,129098494
2017-11-13,56380,-20,-0.04,56400,56800,56100,176133,4.97E+11,3.64E+14,129098494
2017-11-10,56400,60,0.11,55800,56540,55780,134976,3.79E+11,3.64E+14,129098494
2017-11-09,56340,-420,-0.74,56920,56920,55900,239881,6.76E+11,3.64E+14,129098494
2017-11-08,56760,660,1.18,56100,57060,55860,170404,4.82E+11,3.66E+14,129098494
2017-11-07,56100,-280,-0.5,56380,56920,55860,149291,4.21E+11,3.62E+14,129098494
2017-11-06,56380,0,0,56380,56500,55340,180019,5.04E+11,3.64E+14,129098494
2017-11-03,56380,-680,-1.19,57060,57140,55860,198716,5.59E+11,3.64E+14,129098494
2017-11-02,57060,-160,-0.28,57500,57520,56760,214421,6.13E+11,3.70E+14,129768494
2017-11-01,57220,2140,3.89,57500,57500,56180,290205,8.27E+11,3.71E+14,129768494
2017-10-31,55080,1040,1.92,54060,55440,53500,267631,7.32E+11,3.57E+14,129768494
2017-10-30,54040,960,1.81,53780,54320,53700,163923,4.42E+11,3.51E+14,129768494
2017-10-27,53080,680,1.3,52400,53320,52140,147850,3.90E+11,3.44E+14,129768494
2017-10-26,52400,-1500,-2.78,53720,53900,52400,195531,5.19E+11,3.40E+14,129768494
2017-10-25,53900,-140,-0.26,54040,54420,53700,117657,3.18E+11,3.50E+14,129768494
2017-10-24,54040,-260,-0.48,54700,54780,54040,116121,3.15E+11,3.51E+14,129768494
2017-10-23,54300,460,0.85,54600,54640,54000,166221,4.51E+11,3.52E+14,129768494
2017-10-20,53840,860,1.62,52800,54100,52800,160541,4.30E+11,3.49E+14,129768494
2017-10-19,52980,-1780,-3.25,54700,54700,52980,242174,6.49E+11,3.44E+14,129768494
2017-10-18,54760,-40,-0.07,54820,55240,54040,202215,5.53E+11,3.55E+14,129768494
2017-10-17,54800,880,1.63,54020,55380,54000,212156,5.82E+11,3.56E+14,129768494
2017-10-16,53920,-80,-0.15,53980,54860,53760,195399,5.28E+11,3.50E+14,129768494
2017-10-13,54000,-800,-1.46,54540,54840,53780,252033,6.85E+11,3.50E+14,129768494
2017-10-12,54800,160,0.29,54840,55160,54100,277814,7.59E+11,3.56E+14,129768494
2017-10-11,54640,1840,3.48,53600,54760,53340,273043,7.39E+11,3.55E+14,129768494
2017-10-10,52800,1520,2.96,53360,53640,52800,410396,1.09E+12,3.43E+14,129768494
2017-09-29,51280,20,0.04,51180,51620,50840,258188,6.61E+11,3.33E+14,129768494
2017-09-28,51260,-420,-0.81,52260,52460,51260,240509,6.21E+11,3.33E+14,129768494
2017-09-27,51680,20,0.04,52000,52200,51500,215940,5.60E+11,3.35E+14,129768494
2017-09-26,51660,-1960,-3.66,53020,53120,51560,341144,8.92E+11,3.35E+14,129768494
2017-09-25,53620,620,1.17,53000,53680,53000,186062,4.96E+11,3.48E+14,129768494
2017-09-22,53000,200,0.38,52960,53600,52460,278448,7.37E+11,3.44E+14,129768494
2017-09-21,52800,580,1.11,52220,52960,52220,176796,4.65E+11,3.43E+14,129768494
2017-09-20,52220,100,0.19,52120,52500,51840,185855,4.85E+11,3.39E+14,129768494
2017-09-19,52120,-360,-0.69,52500,52640,51780,197008,5.15E+11,3.38E+14,129768494
2017-09-18,52480,2080,4.13,50540,52480,50520,230499,5.96E+11,3.41E+14,129768494
2017-09-15,50400,100,0.2,50300,50560,49860,215146,5.41E+11,3.27E+14,129768494
2017-09-14,50300,680,1.37,50060,50320,49760,284095,7.13E+11,3.26E+14,129768494
2017-09-13,49620,20,0.04,49820,50400,49440,187140,4.68E+11,3.22E+14,129768494
2017-09-12,49600,-200,-0.4,50200,50220,49140,240595,5.97E+11,3.22E+14,129768494
2017-09-11,49800,720,1.47,49700,50180,49500,207495,5.18E+11,3.23E+14,129768494
2017-09-08,49080,960,2,48700,49180,48580,217860,5.33E+11,3.18E+14,129768494
2017-09-07,48120,1120,2.38,47000,48220,47000,193530,4.63E+11,3.12E+14,129768494
2017-09-06,47000,240,0.51,46760,47180,46700,216221,5.08E+11,3.05E+14,129768494
2017-09-05,46760,720,1.56,46240,46900,45960,234322,5.46E+11,3.03E+14,129768494
2017-09-04,46040,-440,-0.95,45780,46360,45500,158870,3.66E+11,2.99E+14,129768494
2017-09-01,46480,160,0.35,46460,46640,46300,212834,4.95E+11,3.02E+14,129768494
2017-08-31,46320,120,0.26,46220,46640,46000,220234,5.10E+11,3.01E+14,129768494
2017-08-30,46200,120,0.26,46380,46400,45960,150260,3.47E+11,3.00E+14,129768494
2017-08-29,46080,-20,-0.04,45640,46080,45160,252473,5.76E+11,2.99E+14,129768494
2017-08-28,46100,-920,-1.96,47020,47240,45960,199242,4.62E+11,2.99E+14,129768494
2017-08-25,47020,-500,-1.05,47880,47880,46720,224871,5.31E+11,3.05E+14,129768494
2017-08-24,47520,40,0.08,47520,47660,47340,173149,4.11E+11,3.08E+14,129768494
2017-08-23,47480,480,1.02,47780,47780,47180,187694,4.45E+11,3.08E+14,129768494
2017-08-22,47000,160,0.34,46820,47160,46700,147635,3.47E+11,3.05E+14,129768494
2017-08-21,46840,-60,-0.13,47240,47240,46580,102069,2.39E+11,3.04E+14,129768494
2017-08-18,46900,-140,-0.3,46760,47240,46240,209559,4.90E+11,3.04E+14,129768494
2017-08-17,47040,840,1.82,46960,47300,46740,248317,5.84E+11,3.05E+14,129768494
2017-08-16,46200,1200,2.67,46220,46380,46000,438273,1.01E+12,3.00E+14,129768494
2017-08-14,45000,380,0.85,45120,45400,44720,383712,8.64E+11,2.92E+14,129768494
2017-08-11,44620,-1280,-2.79,45120,45300,44220,508146,1.14E+12,2.90E+14,129768494
2017-08-10,45900,-380,-0.82,46200,46320,45460,459723,1.05E+12,2.98E+14,129768494
2017-08-09,46280,-1440,-3.02,47400,47400,46240,291108,6.80E+11,3.00E+14,129768494
2017-08-08,47720,140,0.29,47980,48260,47480,159592,3.82E+11,3.10E+14,129768494
2017-08-07,47580,-120,-0.25,47500,48080,47440,144365,3.45E+11,3.09E+14,129768494
2017-08-04,47700,-80,-0.17,48160,48180,47500,167184,3.99E+11,3.09E+14,129768494
2017-08-03,47780,-1220,-2.49,49000,49000,47120,310816,7.43E+11,3.10E+14,129768494
2017-08-02,49000,400,0.82,49200,49340,48600,155549,3.81E+11,3.18E+14,129768494
2017-08-01,48600,400,0.83,48000,48840,47540,227390,5.51E+11,3.18E+14,130668494
2017-07-31,48200,440,0.92,47420,48240,46920,254028,6.07E+11,3.15E+14,130668494
2017-07-28,47760,-2040,-4.1,49800,49800,47380,523366,1.26E+12,3.12E+14,130668494
2017-07-27,49800,-40,-0.08,50000,50640,49560,228990,5.72E+11,3.25E+14,130668494
2017-07-26,49840,-160,-0.32,49600,50020,49300,224496,5.58E+11,3.26E+14,130668494
2017-07-25,50000,-860,-1.69,50500,50760,49940,216212,5.44E+11,3.27E+14,130668494
2017-07-24,50860,-220,-0.43,50700,51000,50620,141995,3.61E+11,3.32E+14,130668494
2017-07-21,51080,-120,-0.23,50860,51160,50520,168981,4.30E+11,3.34E+14,130668494
2017-07-20,51200,460,0.91,50760,51320,50560,167352,4.26E+11,3.35E+14,130668494
2017-07-19,50740,-100,-0.2,50620,50820,50000,223150,5.63E+11,3.32E+14,130668494
2017-07-18,50840,200,0.39,50420,50880,50360,141689,3.59E+11,3.32E+14,130668494
2017-07-17,50640,160,0.32,50900,51020,50520,179522,4.56E+11,3.31E+14,130668494
2017-07-14,50480,-80,-0.16,51000,51080,50420,164780,4.18E+11,3.30E+14,130668494
2017-07-13,50560,680,1.36,50080,50940,50040,320683,8.12E+11,3.30E+14,130668494
2017-07-12,49880,880,1.8,49000,50000,48840,189723,4.69E+11,3.26E+14,130668494
2017-07-11,49000,340,0.7,48640,49000,48280,194356,4.73E+11,3.20E+14,130668494
2017-07-10,48660,800,1.67,48500,48900,48320,215855,5.24E+11,3.18E+14,130668494
2017-07-07,47860,-200,-0.42,47740,48120,47620,162638,3.89E+11,3.13E+14,130668494
2017-07-06,48060,480,1.01,48000,48100,47720,218461,5.24E+11,3.14E+14,130668494
2017-07-05,47580,580,1.23,46820,47680,46780,212805,5.03E+11,3.11E+14,130668494
2017-07-04,47000,-220,-0.47,47160,47400,46900,159220,3.75E+11,3.07E+14,130668494
2017-07-03,47220,-320,-0.67,47500,47780,47120,136111,3.22E+11,3.09E+14,130668494
2017-06-30,47540,-400,-0.83,47500,47620,47100,237551,5.63E+11,3.11E+14,130668494
2017-06-29,47940,240,0.5,48040,48320,47940,166131,4.00E+11,3.13E+14,130668494
2017-06-28,47700,-600,-1.24,47600,48000,47560,191450,4.57E+11,3.12E+14,130668494
2017-06-27,48300,20,0.04,48220,48400,47900,192335,4.64E+11,3.16E+14,130668494
2017-06-26,48280,660,1.39,47520,48360,47520,171056,4.12E+11,3.15E+14,130668494
2017-06-23,47620,-340,-0.71,47600,47780,47420,190302,4.53E+11,3.11E+14,130668494
2017-06-22,47960,480,1.01,47960,48080,47720,229116,5.48E+11,3.13E+14,130668494
2017-06-21,47480,-660,-1.37,47740,48120,47480,199473,4.76E+11,3.10E+14,130668494
2017-06-20,48140,1580,3.39,47240,48140,47220,300900,7.18E+11,3.15E+14,130668494
2017-06-19,46560,980,2.15,45580,46560,45560,226078,5.23E+11,3.04E+14,130668494
2017-06-16,45580,-100,-0.22,45500,45940,45460,348069,7.95E+11,2.98E+14,130668494
2017-06-15,45680,320,0.71,45680,45920,45180,193140,4.40E+11,2.98E+14,130668494
2017-06-14,45360,-40,-0.09,45800,46060,45240,203334,4.63E+11,2.96E+14,130668494
2017-06-13,45400,20,0.04,45140,45620,45140,172498,3.92E+11,2.97E+14,130668494
2017-06-12,45380,-720,-1.56,45420,45600,45140,219086,4.97E+11,2.96E+14,130668494
2017-06-09,46100,940,2.08,45680,46440,45600,234657,5.41E+11,3.01E+14,130668494
2017-06-08,45160,-140,-0.31,45000,45580,45000,279575,6.32E+11,2.95E+14,130668494
2017-06-07,45300,-640,-1.39,46500,46500,45240,274588,6.29E+11,2.96E+14,130668494
2017-06-05,45940,-20,-0.04,46040,46360,45720,151988,3.50E+11,3.00E+14,130668494
2017-06-02,45960,1280,2.86,45060,45960,45000,249775,5.70E+11,3.00E+14,130668494
2017-06-01,44680,-20,-0.04,44860,44900,44400,195070,4.35E+11,2.92E+14,130668494
2017-05-31,44700,60,0.13,44580,45020,44400,373382,8.34E+11,2.92E+14,130668494
2017-05-30,44640,-980,-2.15,45520,45660,44480,248672,5.57E+11,2.92E+14,130668494
2017-05-29,45620,-460,-1,46220,46400,45380,174791,4.02E+11,2.98E+14,130668494
2017-05-26,46080,400,0.88,45600,46460,45540,272273,6.28E+11,3.01E+14,130668494
2017-05-25,45680,800,1.78,45160,45680,44800,260896,5.91E+11,2.98E+14,130668494
2017-05-24,44880,-40,-0.09,44860,45300,44800,173508,3.90E+11,2.93E+14,130668494
2017-05-23,44920,-180,-0.4,45400,45580,44900,252141,5.70E+11,2.93E+14,130668494
2017-05-22,45100,380,0.85,45040,45380,44760,352871,7.94E+11,3.15E+14,139659337
2017-05-19,44720,-1220,-2.66,45640,45780,44720,315247,7.10E+11,3.12E+14,139659337
2017-05-18,45940,-400,-0.86,45740,46000,45540,223207,5.12E+11,3.21E+14,139659337
2017-05-17,46340,-40,-0.09,46120,46640,46100,148489,3.44E+11,3.24E+14,139659337
2017-05-16,46380,280,0.61,46660,46800,46100,176075,4.09E+11,3.24E+14,139659337
2017-05-15,46100,280,0.61,45620,46280,45620,160028,3.69E+11,3.22E+14,139659337
2017-05-12,45820,320,0.7,45760,46160,45660,188458,4.33E+11,3.20E+14,139659337
2017-05-11,45500,-100,-0.22,45420,46180,45220,425557,9.72E+11,3.18E+14,139659337
2017-05-10,45600,-1420,-3.02,46160,47220,45600,468219,1.08E+12,3.18E+14,139659337
2017-05-08,47020,1500,3.3,45520,47020,45340,391651,9.02E+11,3.28E+14,139659337
2017-05-04,45520,620,1.38,45700,45700,44860,273802,6.22E+11,3.18E+14,139659337
2017-05-02,44900,280,0.63,45500,45500,44760,281366,6.35E+11,3.14E+14,139659337
2017-04-28,44620,780,1.78,45780,45800,44520,453714,1.02E+12,3.12E+14,139659337
2017-04-27,43840,1040,2.43,42700,44520,41960,460645,1.00E+12,3.06E+14,139659337
2017-04-26,42800,100,0.23,42700,42800,42520,295896,6.32E+11,2.99E+14,139659337
2017-04-25,42700,1460,3.54,41460,42740,41320,385992,8.16E+11,2.98E+14,139659337
2017-04-24,41240,480,1.18,41260,41260,40920,179803,3.70E+11,2.88E+14,139659337
2017-04-21,40760,480,1.19,40480,41400,40480,302610,6.20E+11,2.85E+14,139659337
2017-04-20,40280,-620,-1.52,40580,40800,40080,422977,8.53E+11,2.83E+14,140679337
2017-04-19,40900,-600,-1.45,41300,41420,40900,235258,4.83E+11,2.88E+14,140679337
2017-04-18,41500,-60,-0.14,41680,41820,41280,137213,2.85E+11,2.92E+14,140679337
2017-04-17,41560,-460,-1.09,42000,42080,41520,104495,2.18E+11,2.92E+14,140679337
2017-04-14,42020,-400,-0.94,42160,42260,41760,109257,2.30E+11,2.96E+14,140679337
2017-04-13,42420,520,1.24,41660,42460,41660,180816,3.81E+11,2.98E+14,140679337
2017-04-12,41900,300,0.72,41860,41940,41700,165498,3.46E+11,2.95E+14,140679337
2017-04-11,41600,-340,-0.81,41940,41940,41580,143458,2.99E+11,2.93E+14,140679337
2017-04-10,41940,340,0.82,41940,41940,41500,142827,2.99E+11,2.95E+14,140679337
2017-04-07,41600,-240,-0.57,41800,41820,41160,200420,4.16E+11,2.93E+14,140679337
2017-04-06,41840,-300,-0.71,42000,42080,41600,193668,4.05E+11,2.94E+14,140679337
2017-04-05,42140,60,0.14,41900,42240,41700,213994,4.50E+11,2.96E+14,140679337
2017-04-04,42080,640,1.54,41600,42180,41520,245110,5.15E+11,2.96E+14,140679337
2017-04-03,41440,240,0.58,41400,41720,41300,191588,3.97E+11,2.91E+14,140679337
2017-03-31,41200,-780,-1.86,41820,42020,41200,210006,4.35E+11,2.90E+14,140679337
2017-03-30,41980,200,0.48,41880,42440,41880,164080,3.45E+11,2.95E+14,140679337
2017-03-29,41780,300,0.72,41740,41960,41580,201865,4.22E+11,2.94E+14,140679337
2017-03-28,41480,280,0.68,41560,41840,41380,164325,3.41E+11,2.92E+14,140679337
2017-03-27,41200,-300,-0.72,41200,41880,41180,243553,5.05E+11,2.90E+14,140679337
2017-03-24,41500,-300,-0.72,41600,41980,41080,256163,5.31E+11,2.92E+14,140679337
2017-03-23,41800,-660,-1.55,42200,42360,41700,307942,6.46E+11,2.94E+14,140679337
2017-03-22,42460,-100,-0.23,41600,42460,41580,328545,6.92E+11,2.99E+14,140679337
2017-03-21,42560,660,1.58,41780,42680,41760,284403,6.03E+11,2.99E+14,140679337
2017-03-20,41900,-500,-1.18,42000,42120,41740,205001,4.30E+11,2.95E+14,140679337
2017-03-17,42400,560,1.34,41800,42500,41720,252046,5.32E+11,2.98E+14,140679337
2017-03-16,41840,440,1.06,41800,42180,41540,198663,4.16E+11,2.94E+14,140679337
2017-03-15,41400,40,0.1,40800,41440,40800,191757,3.96E+11,2.91E+14,140679337
2017-03-14,41360,760,1.87,40620,41540,40500,226501,4.65E+11,2.91E+14,140679337
2017-03-13,40600,420,1.05,40040,40980,40040,148482,3.02E+11,2.86E+14,140679337
2017-03-10,40180,-20,-0.05,39960,40420,39860,204556,4.11E+11,2.83E+14,140679337
2017-03-09,40200,0,0,40200,40300,40020,287445,5.78E+11,2.83E+14,140679337
2017-03-08,40200,0,0,40200,40620,40140,242819,4.89E+11,2.83E+14,140679337
2017-03-07,40200,120,0.3,39800,40320,39800,211065,4.23E+11,2.83E+14,140679337
2017-03-06,40080,460,1.16,39220,40220,39220,244697,4.89E+11,2.82E+14,140679337
2017-03-03,39620,-100,-0.25,39340,39720,39160,254174,5.01E+11,2.79E+14,140679337
2017-03-02,39720,1280,3.33,38420,39860,38420,424996,8.36E+11,2.79E+14,140679337
2017-02-28,38440,380,1,38060,38760,37960,301774,5.80E+11,2.70E+14,140679337
2017-02-27,38060,-160,-0.42,38020,38140,37700,180674,3.43E+11,2.68E+14,140679337
2017-02-24,38220,-960,-2.45,38960,39100,38060,185937,3.57E+11,2.69E+14,140679337
2017-02-23,39180,-120,-0.31,39020,39440,39020,204346,4.01E+11,2.76E+14,140679337
2017-02-22,39300,360,0.92,39000,39340,38980,170789,3.35E+11,2.76E+14,140679337
2017-02-21,38940,280,0.72,38540,39560,38420,211252,4.13E+11,2.74E+14,140679337
2017-02-20,38660,800,2.11,38220,38780,38160,149716,2.88E+11,2.72E+14,140679337
2017-02-17,37860,-160,-0.42,37560,38040,37280,307549,5.79E+11,2.66E+14,140679337
2017-02-16,38020,300,0.8,37800,38360,37780,204527,3.89E+11,2.67E+14,140679337
2017-02-15,37720,140,0.37,37080,37960,37080,283831,5.32E+11,2.65E+14,140679337
2017-02-14,37580,-380,-1,37960,38260,37320,262483,4.94E+11,2.64E+14,140679337
2017-02-13,37960,-400,-1.04,37740,38060,37720,222041,4.21E+11,2.67E+14,140679337
2017-02-10,38360,-40,-0.1,38400,38760,38300,220415,4.24E+11,2.70E+14,140679337
2017-02-09,38400,0,0,38780,38840,38220,273883,5.27E+11,2.70E+14,140679337
2017-02-08,38400,-420,-1.08,38740,38780,38200,341859,6.57E+11,2.70E+14,140679337
2017-02-07,38820,-740,-1.87,39560,39580,38760,280836,5.48E+11,2.73E+14,140679337
2017-02-06,39560,100,0.25,39580,39660,39140,177214,3.49E+11,2.78E+14,140679337
2017-02-03,39460,100,0.25,39400,39500,39180,207727,4.09E+11,2.78E+14,140679337
2017-02-02,39360,240,0.61,39600,39660,39200,300586,5.93E+11,2.77E+14,140679337
2017-02-01,39120,-340,-0.86,39540,39660,39040,283008,5.57E+11,2.75E+14,140679337
2017-01-31,39460,-440,-1.1,39900,39900,39460,359844,7.13E+11,2.78E+14,140679337
2017-01-26,39900,500,1.27,39420,40000,39420,304290,6.06E+11,2.81E+14,140679337
2017-01-25,39400,1240,3.25,38340,39400,38320,268677,5.24E+11,2.77E+14,140679337
2017-01-24,38160,100,0.26,38120,38580,37880,220975,4.22E+11,2.68E+14,140679337
2017-01-23,38060,860,2.31,37200,38060,37000,176208,3.31E+11,2.68E+14,140679337
2017-01-20,37200,-280,-0.75,37120,37420,36880,183700,3.42E+11,2.62E+14,140679337
2017-01-19,37480,540,1.46,37720,37920,37020,188378,3.53E+11,2.64E+14,140679337
2017-01-18,36940,-20,-0.05,37040,37500,36620,177508,3.29E+11,2.60E+14,140679337
2017-01-17,36960,300,0.82,36580,37460,36580,163014,3.03E+11,2.60E+14,140679337
2017-01-16,36660,-800,-2.14,36860,37820,36320,332230,6.13E+11,2.58E+14,140679337
2017-01-13,37460,-1340,-3.45,38100,38320,37460,319089,6.02E+11,2.63E+14,140679337
2017-01-12,38800,520,1.36,38000,38800,37980,233383,4.48E+11,2.73E+14,140679337
2017-01-11,38280,1040,2.79,37520,38560,37420,240363,4.58E+11,2.69E+14,140679337
2017-01-10,37240,20,0.05,37280,37400,37080,181996,3.39E+11,2.62E+14,140679337
2017-01-09,37220,1020,2.82,36600,37500,36560,263898,4.91E+11,2.62E+14,140679337
2017-01-06,36200,640,1.8,36180,36440,36040,177619,3.22E+11,2.55E+14,140679337
2017-01-05,35560,-600,-1.66,36060,36060,35540,219349,3.92E+11,2.50E+14,140679337
2017-01-04,36160,-320,-0.88,36500,36520,36100,159435,2.89E+11,2.54E+14,140679337
2017-01-03,36480,380,1.05,36280,36620,36020,147153,2.68E+11,2.57E+14,140679337
2017-01-02,36100,60,0.17,35980,36240,35880,93012,1.68E+11,2.54E+14,140679337
2016-12-29,36040,280,0.78,35420,36040,35400,150329,2.70E+11,2.54E+14,140679337
2016-12-28,35760,-220,-0.61,35840,35980,35600,133258,2.38E+11,2.52E+14,140679337
2016-12-27,35980,20,0.06,35980,36200,35860,93069,1.67E+11,2.53E+14,140679337
2016-12-26,35960,320,0.9,35600,36000,35560,96472,1.73E+11,2.53E+14,140679337
2016-12-23,35640,-540,-1.49,36020,36080,35600,166697,2.99E+11,2.51E+14,140679337
2016-12-22,36180,80,0.22,36260,36300,35980,127092,2.30E+11,2.54E+14,140679337
2016-12-21,36100,-140,-0.39,36360,36600,36020,131042,2.37E+11,2.54E+14,140679337
2016-12-20,36240,340,0.95,35920,36400,35840,152304,2.76E+11,2.55E+14,140679337
2016-12-19,35900,40,0.11,35620,36380,35620,108716,1.96E+11,2.53E+14,140679337
2016-12-16,35860,680,1.93,35300,36020,35200,234954,4.20E+11,2.52E+14,140679337
2016-12-15,35180,-360,-1.01,34820,35500,34820,115471,2.04E+11,2.47E+14,140679337
2016-12-14,35540,220,0.62,35560,35680,35280,149102,2.64E+11,2.50E+14,140679337
2016-12-13,35320,280,0.8,34620,35440,34620,233689,4.10E+11,2.48E+14,140679337
2016-12-12,35040,-560,-1.57,34660,35360,34660,228289,3.99E+11,2.46E+14,140679337
2016-12-09,35600,-200,-0.56,35900,35900,35400,213049,3.79E+11,2.50E+14,140679337
2016-12-08,35800,360,1.02,35980,36020,35520,329251,5.90E+11,2.52E+14,140679337
