Date,AD,AU,Adj Close,Close,High,Low,Open,RSI,Volume
2000-06-23,99.54091343222045,119.81833117697133,5197.9990234375,7000.0,7010.0,6860.0,6980.0,54.6219656210243,29215000
2000-06-26,92.43017392403202,126.26048981610137,5353.939453125,7210.0,7360.0,6990.0,7100.0,57.7347416925556,39980000
2000-06-27,85.82743727206578,124.3845753690522,5428.1953125,7310.0,7440.0,7190.0,7320.0,59.17101206837609,45535000
2000-06-28,79.69640476013191,130.5004628826388,5584.13623046875,7520.0,7540.0,7220.0,7220.0,62.08487516779944,47295000
2000-06-29,76.14639204332762,121.17829350201046,5561.85791015625,7490.0,7740.0,7380.0,7600.0,61.410610216919906,61120000
2000-06-30,78.56467738128197,112.52209086537297,5480.17626953125,7380.0,7540.0,7290.0,7440.0,58.885338790244944,35250000
2000-07-03,72.95254732833243,113.0562622002083,5569.28466796875,7500.0,7550.0,7420.0,7440.0,60.780057937450124,25975000
2000-07-04,78.45627135649255,104.98032399292129,5457.89794921875,7350.0,7620.0,7350.0,7600.0,57.22976039374945,32810000
2000-07-05,72.85193563983863,103.1959144161395,5517.3056640625,7430.0,7520.0,7350.0,7390.0,58.61810546583,24895000
2000-07-06,76.93415419737484,95.82439131018536,5420.76953125,7300.0,7350.0,7180.0,7240.0,55.46723667339045,60340000
2000-07-07,71.43859000537398,93.26538167215908,5465.32470703125,7360.0,7460.0,7230.0,7340.0,56.626067193303285,40580000
2000-07-10,66.33560295894478,103.7468995259322,5643.5419921875,7600.0,7630.0,7410.0,7440.0,60.997985101469766,42505000
2000-07-11,72.31188211116904,96.33609571125244,5532.15576171875,7450.0,7740.0,7450.0,7580.0,57.12259165816379,34945000
2000-07-12,67.14654639636827,103.02663530012067,5673.24462890625,7640.0,7660.0,7460.0,7520.0,60.54222778996577,40140000
2000-07-13,62.3501909607392,104.23906236313913,5762.3525390625,7760.0,7880.0,7570.0,7700.0,62.57250109674263,48805000
2000-07-14,72.89696025518658,96.79316487524457,5606.41259765625,7550.0,7840.0,7540.0,7780.0,57.041130001433594,30425000
2000-07-17,67.68987206536201,89.87915167204288,5606.41259765625,7550.0,7550.0,7550.0,7550.0,57.04113000143358,0
2000-07-18,69.28349880067364,83.45902627108917,5539.58154296875,7460.0,7620.0,7440.0,7550.0,54.64033426963299,19605000
2000-07-19,64.33454432394015,77.49750687847865,5539.58154296875,7460.0,7620.0,7440.0,7550.0,54.64033426963299,19605000
2000-07-20,99.74010415586665,71.9618323924109,5123.7421875,6900.0,7110.0,6840.0,7060.0,41.91090318435479,40315000
2000-07-21,92.61564574579491,68.25018684196783,5138.59375,6920.0,7050.0,6760.0,6960.0,42.426776242079214,48395000
2000-07-24,124.57235935799085,63.37506849205712,4737.60498046875,6380.0,6740.0,6360.0,6640.0,33.719572125573485,49015000
2000-07-25,122.81715572784373,58.84818734655948,4663.34765625,6280.0,6400.0,6120.0,6310.0,32.39373363716243,56735000
2000-07-26,114.04433882120294,73.93073978751293,4863.84130859375,6550.0,6580.0,6360.0,6400.0,39.330075207153,54745000
2000-07-27,128.75571117658697,68.64988159066587,4626.21875,6230.0,6360.0,6100.0,6220.0,34.77605706521504,43540000
2000-07-28,155.27358501823645,63.746240096179825,4254.9345703125,5730.0,5910.0,5710.0,5800.0,29.105237419890507,83035000
2000-07-31,144.18244973972622,71.33590722987296,4381.1708984375,5900.0,5910.0,5550.0,5730.0,33.09968961944877,46615000
2000-08-01,133.88356112857505,89.09787338910715,4618.79248046875,6220.0,6270.0,5870.0,5960.0,39.957529909083874,53120000
2000-08-02,135.03475009328218,82.73365797882371,4507.4072265625,6070.0,6170.0,5930.0,6100.0,37.99157954602374,37190000
2000-08-03,128.2464728409936,76.82404062406653,4477.70556640625,6030.0,6180.0,5970.0,6180.0,37.46225594600454,27815000
2000-08-04,126.9431389439945,71.3365484866914,4396.0224609375,5920.0,6010.0,5850.0,5930.0,35.97773902666104,23605000
2000-08-07,142.1616423856586,66.24102843030714,4143.5478515625,5580.0,5770.0,5580.0,5740.0,31.785114927247086,28765000
2000-08-08,132.00714256422458,61.50948129790698,4143.5478515625,5580.0,5750.0,5570.0,5660.0,31.785114927247086,33475000
2000-08-09,122.57797749257706,87.11617357077392,4455.427734375,6000.0,6040.0,5680.0,5680.0,41.54439841503025,39570000
2000-08-10,113.82233570888542,92.32220396132843,4574.240234375,6160.0,6160.0,5860.0,6000.0,44.78518039285627,40830000
2000-08-11,119.97793013742098,85.7277104924091,4425.72509765625,5960.0,6070.0,5880.0,6000.0,41.67494397816597,33840000
2000-08-14,111.40801725142173,83.89000386233458,4470.27880859375,6020.0,6160.0,6000.0,6060.0,42.95486630326413,23730000
2000-08-15,103.45024936651733,77.89782129711014,4470.27880859375,6020.0,6020.0,6020.0,6020.0,42.954866303264126,0
2000-08-16,96.06090068724983,100.90526036431582,4767.3076171875,6420.0,6530.0,6330.0,6500.0,51.22974414772641,51915000
2000-08-17,89.19936884803352,95.12628040495426,4782.15869140625,6440.0,6560.0,6340.0,6480.0,51.60772838206202,36345000
2000-08-18,99.97089925481275,88.33151029001226,4603.94140625,6200.0,6520.0,6200.0,6500.0,46.909389265666896,21370000
2000-08-21,92.83008580047085,87.022110291682,4655.9208984375,6270.0,6340.0,6190.0,6200.0,48.385347625721245,20950000
2000-08-22,86.19933526266406,94.37770725873958,4797.009765625,6460.0,6470.0,6240.0,6260.0,52.264510449911185,27710000
2000-08-23,99.32800955576378,87.6364140164099,4596.51611328125,6190.0,6450.0,6160.0,6450.0,46.87331008863283,27905000
2000-08-24,92.23312393842947,83.51951117431501,4618.79248046875,6220.0,6300.0,6100.0,6260.0,47.5210577188431,31700000
2000-08-25,85.64501969368352,90.41099972881709,4752.4560546875,6400.0,6400.0,6110.0,6180.0,51.35354077945388,21960000
2000-08-28,84.52751451254449,83.95304936460602,4700.47607421875,6330.0,6380.0,6260.0,6340.0,49.829515899425246,17630000
2000-08-29,86.34698346806924,77.9563841740119,4618.79248046875,6220.0,6380.0,6160.0,6320.0,47.446613719952644,16765000
2000-08-30,93.75079192523658,72.38805480214133,4477.70556640625,6030.0,6190.0,6020.0,6140.0,43.57081816086337,23735000
2000-08-31,127.05439684960264,67.21746547647044,4061.86474609375,5470.0,5900.0,5380.0,5900.0,34.59969172666403,114120000
2000-09-01,117.97905999978141,67.41621844152665,4113.845703125,5540.0,5600.0,5420.0,5540.0,36.36350343348636,49955000
2000-09-04,123.83771223208838,62.600763038734485,3965.33056640625,5340.0,5550.0,5310.0,5440.0,33.57716959860342,28625000
2000-09-05,128.5636001622349,58.129270282914135,3824.241943359375,5150.0,5340.0,5030.0,5260.0,31.136309674981778,79765000
2000-09-06,119.38046740194787,53.97717120049116,3824.241943359375,5150.0,5280.0,5090.0,5200.0,31.13630967498177,53120000
2000-09-07,136.56760896030377,50.121651773927525,3556.915283203125,4790.0,4980.0,4760.0,4940.0,26.847635250578307,83905000
2000-09-08,126.81276283813348,52.970110156652325,3623.74609375,4880.0,4930.0,4790.0,4900.0,29.463379505671046,57170000
2000-09-11,117.75469376851706,49.18652476914222,3623.74609375,4880.0,4880.0,4880.0,4880.0,29.46337950567105,0
2000-09-12,109.34363164107937,45.67319631975333,3623.74609375,4880.0,4880.0,4880.0,4880.0,29.46337950567105,0
2000-09-13,101.53336139753596,42.41082062589839,3623.74609375,4880.0,4880.0,4880.0,4880.0,29.463379505671057,0
2000-09-14,106.42384188653025,39.3814723910965,3497.51025390625,4710.0,4710.0,4440.0,4600.0,27.009627588820628,106130000
2000-09-15,124.53644628592014,36.568506710915166,3230.185546875,4350.0,4620.0,4300.0,4500.0,22.698561422648197,82695000
2000-09-18,142.78386325824306,33.956467614504206,2948.0078125,3970.0,4120.0,3700.0,4010.0,19.212631008908094,146305000
2000-09-19,132.58500535817944,45.102445715301734,3089.096435546875,4160.0,4370.0,3900.0,3990.0,25.383022516682953,100525000
2000-09-20,123.11463875792187,73.30944090693781,3415.828125,4600.0,4660.0,4460.0,4600.0,37.32202336496572,103410000
2000-09-21,128.60645516168654,68.07304761152335,3267.314453125,4400.0,4660.0,4320.0,4590.0,34.61115502718045,65445000
2000-09-22,162.2774504697321,63.210683050468226,2821.77099609375,3800.0,4050.0,3780.0,3840.0,28.032820203731703,103265000
2000-09-25,150.6861951147652,79.40993240354368,3037.115966796875,4090.0,4110.0,3840.0,3880.0,34.511633576808016,65985000
2000-09-26,146.3514638042083,73.73779033387056,2970.285400390625,4000.0,4040.0,3900.0,3900.0,33.503584999024625,58430000
2000-09-27,135.89778090290793,70.61366038621577,2992.5615234375,4030.0,4100.0,3960.0,4000.0,34.19358266322592,69795000
2000-09-28,126.19079059003117,67.71268286237287,3014.839111328125,4060.0,4190.0,4030.0,4100.0,34.920819960965666,52470000
2000-09-29,118.60572979287657,62.87605989915933,2999.98828125,4040.0,4120.0,3940.0,4120.0,34.64593335003824,57535000
2000-10-02,126.56246759336416,58.384910384779985,2829.197021484375,3810.0,3880.0,3760.0,3840.0,31.568390437889597,41120000
2000-10-03,117.52228689059586,54.21455759196657,2829.197021484375,3810.0,3810.0,3810.0,3810.0,31.568390437889594,0
2000-10-04,109.12783399335561,56.05637574795804,2888.6025390625,3890.0,3950.0,3590.0,3700.0,33.935674502874704,82635000
2000-10-05,101.33298540259145,55.62377729679679,2925.730224609375,3940.0,4080.0,3940.0,4020.0,35.438917278977236,62745000
2000-10-06,96.95205614873502,51.65064878250738,2896.02783203125,3900.0,3900.0,3760.0,3800.0,34.75754280947028,54935000
2000-10-09,105.02691223352404,47.96131537761624,2740.088134765625,3690.0,3840.0,3680.0,3820.0,31.34967711340673,63195000
2000-10-10,99.66784525442056,44.53550597319156,2717.810546875,3660.0,3810.0,3590.0,3700.0,30.88382176562335,62145000
2000-10-11,123.97729254334386,41.35439740074366,2391.079345703125,3220.0,3460.0,3210.0,3450.0,25.012988988819412,103605000
2000-10-12,120.83605644205339,38.400511007344235,2331.673828125,3140.0,3280.0,3140.0,3140.0,24.115384815455275,79535000
2000-10-13,120.0620522000674,35.65761661831481,2249.99072265625,3030.0,3090.0,2830.0,3000.0,22.89859520565943,115295000
2000-10-16,111.48618916383418,33.110643359790004,2249.99072265625,3030.0,3030.0,3030.0,3030.0,22.89859520565943,0
2000-10-17,124.23717864094728,30.74559685115543,2034.64501953125,2740.0,3080.0,2730.0,2980.0,19.83807345915166,65300000
2000-10-18,116.07737839056483,28.54948231236122,2027.219970703125,2730.0,2760.0,2420.0,2540.0,19.740096807469193,164215000
2000-10-19,107.78613540121744,38.653092760652704,2153.456787109375,2900.0,3050.0,2690.0,2730.0,26.395313090510538,137720000
2000-10-20,100.08712428480746,66.60644852383156,2472.762451171875,3330.0,3330.0,3190.0,3240.0,39.957418514446545,118825000
2000-10-23,102.22375863681008,61.848844228747616,2376.22802734375,3200.0,3520.0,3160.0,3490.0,37.696021851635415,139960000
2000-10-24,94.92206040976389,67.43107054429498,2480.188720703125,3340.0,3420.0,3100.0,3180.0,41.53358185828641,97115000
2000-10-25,97.427627899842,62.61456478168238,2383.65380859375,3210.0,3260.0,3130.0,3200.0,39.12378587956621,68730000
2000-10-26,113.32565669665034,58.1420952446688,2146.03076171875,2890.0,3030.0,2740.0,2930.0,33.908472343281545,133290000
2000-10-27,105.23096588383927,53.989087903406094,2146.03076171875,2890.0,2890.0,2890.0,2890.0,33.908472343281545,0
2000-10-30,107.71446861949217,50.132724017784334,2042.071044921875,2750.0,2880.0,2720.0,2800.0,31.760288656502343,36830000
2000-10-31,100.0205771442972,53.694672700148566,2116.328125,2850.0,2850.0,2630.0,2750.0,34.931259425779565,63190000
2000-11-01,92.87624946430475,79.14505586165225,2420.782470703125,3260.0,3270.0,2960.0,3000.0,46.008868326910516,94165000
2000-11-02,86.242231006404,77.7775517398094,2465.33642578125,3320.0,3430.0,3170.0,3200.0,47.41961636429798,123180000
2000-11-03,80.0820710978104,80.79344117100673,2554.445068359375,3440.0,3470.0,3370.0,3420.0,50.22109333582343,80420000
2000-11-06,74.36192268716135,80.02248102333074,2606.42529296875,3510.0,3670.0,3380.0,3460.0,51.833267545206276,71865000
2000-11-07,74.0503567569066,74.30658908083646,2554.445068359375,3440.0,3550.0,3380.0,3460.0,50.086356699540744,53740000
2000-11-08,70.90390247751044,68.9989751949609,2532.16748046875,3410.0,3460.0,3280.0,3400.0,49.31919653325174,58215000
2000-11-09,66.5536234398273,64.07047663900882,2524.741943359375,3400.0,3430.0,3260.0,3300.0,49.04950663800943,52305000
2000-11-10,63.228364417364894,59.494013739344105,2509.890869140625,3380.0,3440.0,3320.0,3360.0,48.47853719341543,35140000
2000-11-13,75.14062478486981,55.24444108572688,2339.099365234375,3150.0,3260.0,3100.0,3220.0,42.37022140292919,51070000
2000-11-14,69.77343701447171,61.29840990193428,2443.058837890625,3290.0,3320.0,3210.0,3210.0,46.767029948871254,31755000
2000-11-15,64.78961983846757,64.06280933132466,2517.317138671875,3390.0,3460.0,3320.0,3450.0,49.717967867650685,55720000
2000-11-16,68.01893285540106,59.48689416901422,2435.63330078125,3280.0,3420.0,3250.0,3400.0,46.65425538365666,37420000
2000-11-17,67.44615191274092,55.23783011866458,2391.079345703125,3220.0,3230.0,3150.0,3180.0,45.02448421059925,36225000
2000-11-20,71.19999835328132,51.292270668292105,2301.970703125,3100.0,3210.0,3100.0,3160.0,41.87388402386315,26795000
2000-11-21,66.11428399825502,51.914251357704714,2346.52490234375,3160.0,3170.0,2970.0,3080.0,43.984491717310256,51620000
2000-11-22,62.820406457383754,48.20609041987556,2331.673828125,3140.0,3220.0,3080.0,3100.0,43.41854582079427,37710000
2000-11-23,58.33323442535691,49.76279829636466,2383.65380859375,3210.0,3260.0,3140.0,3140.0,46.03573049204513,44645000
2000-11-24,54.16657470092265,59.7797415699902,2524.741943359375,3400.0,3400.0,3270.0,3310.0,52.46307517994788,45530000
2000-11-27,50.29753354512565,82.65261779719155,2806.91943359375,3780.0,3800.0,3570.0,3600.0,62.16812614555012,100220000
