Date,AD,AU,Adj Close,Close,High,Low,Open,RSI,Volume
2000-01-21,63.36954029461623,54.607862052758584,4366.31884765625,5880.0,5980.0,5880.0,5950.0,46.286713358860204,32535000
2000-01-24,75.78543527222367,48.79458238369605,4232.65625,5700.0,5900.0,5700.0,5800.0,39.16726237626879,34355000
2000-01-25,94.73235303384452,43.775940448392426,4039.588134765625,5440.0,5640.0,5440.0,5520.0,31.60528467127962,44250000
2000-01-26,85.28574811192402,43.39940786493681,4069.2900390625,5480.0,5520.0,5410.0,5500.0,33.72526344277079,29285000
2000-01-27,77.01512663180381,43.06974885003858,4098.99267578125,5520.0,5620.0,5430.0,5480.0,35.866089444836874,27900000
2000-01-28,69.73259784668168,67.36500137508693,4321.76611328125,5820.0,5880.0,5540.0,5640.0,49.136528836013774,38315000
2000-01-31,85.46903383064331,61.13900028332198,4143.5478515625,5580.0,5730.0,5560.0,5640.0,41.702353252889104,39630000
2000-02-01,101.26784688456533,55.60460339673967,3950.4775390625,5320.0,5680.0,5260.0,5600.0,35.44574161812927,71470000
2000-02-02,98.49046156380841,50.66549102962465,3898.49853515625,5250.0,5370.0,5110.0,5220.0,33.9681321118493,64105000
2000-02-03,100.36838890354397,46.24205297827307,3809.3916015625,5130.0,5460.0,4970.0,5250.0,31.540763662351466,142765000
2000-02-04,91.74251657454815,42.26791281742448,3809.3916015625,5130.0,5130.0,5130.0,5130.0,31.540763662351473,0
2000-02-07,83.9707657175008,48.005676792789686,3891.07373046875,5240.0,5330.0,5040.0,5140.0,36.37442855685899,64140000
2000-02-08,76.95063628626073,59.876695460995066,4032.161865234375,5430.0,5480.0,5310.0,5340.0,43.76077110938469,58460000
2000-02-09,70.5947771847603,78.88409254320396,4247.5068359375,5720.0,5720.0,5480.0,5560.0,52.772738171465086,51050000
2000-02-10,64.82829043660685,75.7078716766444,4277.2109375,5760.0,5880.0,5600.0,5660.0,53.8707408386712,61845000
2000-02-11,64.43789855275583,69.58650449000775,4232.65625,5700.0,5960.0,5680.0,5960.0,51.920771822281175,34660000
2000-02-14,84.90843068310187,64.0126233553074,3995.0341796875,5380.0,5660.0,5340.0,5600.0,42.98426691151236,44140000
2000-02-15,92.45978701169038,58.92929018543663,3861.371337890625,5200.0,5420.0,5140.0,5380.0,38.925721245201544,38315000
2000-02-16,100.93207481150327,54.2866928498336,3712.85498046875,5000.0,5200.0,4780.0,5180.0,34.97430991610415,73115000
2000-02-17,93.03844200027999,56.29766315223427,3772.2626953125,5080.0,5100.0,4910.0,4940.0,37.69862826858816,65185000
2000-02-18,85.81114196572422,69.01419063614418,3935.628662109375,5300.0,5630.0,5160.0,5370.0,44.57551582570366,108750000
2000-02-21,96.94225274378172,63.686423902279856,3764.836669921875,5070.0,5260.0,5030.0,5200.0,39.648227970283386,26485000
2000-02-22,89.50142206796042,62.635918473202025,3801.965087890625,5120.0,5240.0,5000.0,5000.0,41.1706411130903,24180000
2000-02-23,82.66811361266758,59.38072570117117,3816.817138671875,5140.0,5260.0,5100.0,5220.0,41.8030347787475,27720000
2000-02-24,81.7056561679712,54.86928672375178,3764.836669921875,5070.0,5240.0,5060.0,5120.0,40.17522216154417,26075000
2000-02-25,75.52617832267231,54.501017856661676,3801.965087890625,5120.0,5150.0,4980.0,5080.0,41.915091194840244,27875000
2000-02-28,93.9385937750144,50.39630277319213,3564.34228515625,4800.0,5050.0,4800.0,5000.0,34.91622883892131,30140000
2000-02-29,86.89104473733853,70.62276349172606,3801.965087890625,5120.0,5140.0,4840.0,4900.0,44.83591901290511,51820000
2000-03-01,80.39557061190285,65.34341238812324,3801.965087890625,5120.0,5120.0,5120.0,5120.0,44.8359190129051,0
2000-03-02,74.40558145312109,117.09981385653235,4366.31884765625,5880.0,5880.0,5520.0,5880.0,61.147005110320016,117750000
2000-03-03,68.87889567531177,117.31523341510673,4455.427734375,6000.0,6250.0,5880.0,6200.0,63.00694548652326,140990000
2000-03-06,90.44130503813884,108.6260691813421,4188.1025390625,5640.0,6050.0,5600.0,6000.0,54.56748982963771,39150000
2000-03-07,85.23767119287817,100.60165382214886,4173.25048828125,5620.0,5640.0,5480.0,5600.0,54.133673706581845,30070000
2000-03-08,78.95634890374465,115.29568826414037,4396.0224609375,5920.0,6000.0,5500.0,5520.0,59.35365721003711,32460000
2000-03-09,95.20868238942003,106.81852112617402,4173.25048828125,5620.0,5980.0,5620.0,5970.0,52.87333550500238,55890000
2000-03-10,94.09279707629933,98.98107565641452,4113.845703125,5540.0,5800.0,5520.0,5790.0,51.26590887491089,28605000
2000-03-13,113.56499819058939,91.73275973831016,3846.517822265625,5180.0,5490.0,5160.0,5480.0,44.68278692555416,32215000
2000-03-14,105.26366022484439,87.22023818403856,3868.795654296875,5210.0,5380.0,5160.0,5170.0,45.31300483054505,30060000
2000-03-15,97.58195241931676,94.7206813275271,4009.883056640625,5400.0,5400.0,5120.0,5200.0,49.25604994688831,46105000
2000-03-16,90.47182550050452,87.81903558896767,4009.883056640625,5400.0,5520.0,5360.0,5480.0,49.25604994688831,28795000
2000-03-17,83.88920789510571,87.2501322752516,4069.2900390625,5480.0,5560.0,5400.0,5540.0,50.98192629958732,24080000
2000-03-20,77.79364160420161,93.98953274611688,4202.95458984375,5660.0,5710.0,5530.0,5600.0,54.71405048927751,26365000
2000-03-21,72.14795611393791,103.13443780424664,4366.31884765625,5880.0,5940.0,5610.0,5700.0,58.83901714189621,44925000
2000-03-22,66.9179757574886,118.85494731504916,4603.94140625,6200.0,6300.0,5880.0,5960.0,63.97861720065657,86975000
2000-03-23,62.07225657301639,110.24832567333704,4603.94140625,6200.0,6580.0,6200.0,6480.0,63.978617200656586,64950000
2000-03-24,57.581849235863984,145.6777531373152,5049.48388671875,6800.0,7120.0,6180.0,6320.0,71.6707852600512,90260000
2000-03-27,53.420085096447025,135.14880248770487,5049.48388671875,6800.0,7040.0,6700.0,6960.0,71.6707852600512,67730000
2000-03-28,49.56238274148179,141.99843006418342,5220.2763671875,7030.0,7260.0,6820.0,6900.0,74.12707640170545,74425000
2000-03-29,45.986072826135576,177.211524284637,5688.09765625,7660.0,7680.0,6980.0,7030.0,79.39669896924887,78090000
2000-03-30,86.65439317239172,164.4336571231505,5235.126953125,7050.0,7560.0,7050.0,7520.0,65.48844396601291,74645000
2000-03-31,105.63013406842585,152.58515693457966,4975.228515625,6700.0,7070.0,6650.0,6800.0,59.09222352474999,63855000
2000-04-03,98.02358080784732,170.40179797013565,5272.25537109375,7100.0,7320.0,6860.0,6920.0,63.48199963278304,56805000
2000-04-04,112.55967695688368,158.13810437080485,5049.48388671875,6800.0,7290.0,6660.0,7000.0,58.41869246034695,58340000
2000-04-05,104.46321655606411,146.7631703401276,5049.48388671875,6800.0,6800.0,6800.0,6800.0,58.418692460346946,0
2000-04-06,105.58022277814763,136.21173445031278,4960.37744140625,6680.0,6960.0,6680.0,6860.0,56.334270176576325,47235000
2000-04-07,97.99313976021011,163.79107985626317,5346.51318359375,7200.0,7260.0,6780.0,6860.0,62.56720901520541,42355000
2000-04-10,90.95431349820754,159.20898023916232,5420.76953125,7300.0,7500.0,7200.0,7500.0,63.642022720689575,35885000
2000-04-11,98.7839004831434,147.7776196823652,5272.25537109375,7100.0,7200.0,6950.0,7200.0,59.93539445375213,29075000
2000-04-12,105.33086754106772,137.17099198085816,5131.1669921875,6910.0,7030.0,6860.0,6960.0,56.56492377059723,35250000
2000-04-13,97.77343604164118,127.32904916006504,5131.1669921875,6910.0,6910.0,6910.0,6910.0,56.56492377059724,0
2000-04-14,137.38267699298632,118.1961908054514,4648.49609375,6260.0,6680.0,6260.0,6600.0,46.24646467198016,62365000
2000-04-17,180.5933965252701,109.7209242379498,4098.99267578125,5520.0,5750.0,5340.0,5420.0,37.79383805438868,78050000
2000-04-18,167.64751329127643,139.1318833890676,4485.12939453125,6040.0,6240.0,5860.0,6200.0,45.3524209561046,73730000
2000-04-19,158.49941721031098,129.16073859861243,4455.427734375,6000.0,6460.0,5860.0,6300.0,44.900461878497595,60615000
2000-04-20,147.1429682210134,121.33939526910179,4470.27880859375,6020.0,6160.0,5920.0,5960.0,45.1945497245182,37335000
2000-04-21,136.6025380219949,114.79639473095553,4492.55517578125,6050.0,6180.0,5970.0,6060.0,45.66303980445529,26425000
2000-04-24,144.72397686508663,106.57476540211123,4306.91357421875,5800.0,6030.0,5760.0,5970.0,42.4095896543699,27830000
2000-04-25,145.81782531941727,98.94341780750635,4188.1025390625,5640.0,5760.0,5520.0,5620.0,40.42446285345845,34900000
2000-04-26,138.24201981787357,91.85977110899404,4158.3994140625,5600.0,5860.0,5600.0,5820.0,39.9213629494042,39290000
2000-04-27,142.6627265480114,85.28434381728387,4009.883056640625,5400.0,5700.0,5400.0,5520.0,37.41409954539531,54110000
2000-04-28,132.45232350845816,122.12265770318163,4455.427734375,6000.0,6100.0,5460.0,5500.0,47.97119383921529,75530000
2000-05-01,122.97402389176774,113.38354985639957,4455.427734375,6000.0,6000.0,6000.0,6000.0,47.97119383921529,0
2000-05-02,114.1751493848542,125.30506945220665,4663.34765625,6280.0,6530.0,6120.0,6200.0,52.32376605495862,72335000
2000-05-03,113.16103169590257,116.34050167258451,4589.08984375,6180.0,6260.0,6090.0,6240.0,50.6926903559239,26585000
2000-05-04,105.06618964057675,108.01821995101338,4589.08984375,6180.0,6360.0,6140.0,6220.0,50.69269035592389,26100000
2000-05-05,97.55119366553977,100.29207616546752,4589.08984375,6180.0,6180.0,6180.0,6180.0,50.6926903559239,0
2000-05-08,90.57439940337909,120.29659445747693,4871.2666015625,6560.0,6700.0,6300.0,6400.0,57.04748303925341,52695000
2000-05-09,84.09716841534059,111.69384539694714,4871.2666015625,6560.0,6560.0,6560.0,6560.0,57.04748303925341,0
2000-05-10,93.1000768102439,103.70697611270039,4715.32763671875,6350.0,6390.0,6270.0,6320.0,52.694745728093736,27620000
2000-05-11,86.44330912635552,96.29180234664771,4715.32763671875,6350.0,6350.0,6350.0,6350.0,52.69474572809375,0
2000-05-12,93.84719954520206,89.40732248548932,4574.240234375,6160.0,6440.0,6160.0,6420.0,48.78860368341439,47170000
2000-05-15,87.13795151127533,103.0330199286949,4782.15869140625,6440.0,6530.0,6220.0,6290.0,54.17915213269998,47120000
2000-05-16,80.90874567557938,121.40274499199538,5049.48388671875,6800.0,6800.0,6510.0,6510.0,60.007834746013785,39620000
2000-05-17,75.12518156960363,121.30247319173694,5138.59375,6920.0,7340.0,6920.0,7000.0,61.75427453894887,76235000
2000-05-18,78.33277521407517,112.63193020843784,5049.48388671875,6800.0,7000.0,6680.0,6740.0,58.98049587709811,36580000
2000-05-19,72.73393100073955,111.72906152853355,5123.7421875,6900.0,6900.0,6600.0,6740.0,60.569906189070885,41450000
2000-05-22,83.97401839440384,103.74358555152088,4952.9501953125,6670.0,6830.0,6620.0,6720.0,55.26577335890458,36385000
2000-05-23,98.698427640508,96.32916627093185,4737.60498046875,6380.0,6700.0,6350.0,6500.0,49.39258303862067,41290000
2000-05-24,104.50871223052665,89.44492216457546,4603.94140625,6200.0,6370.0,5920.0,6160.0,46.1166517675908,72150000
2000-05-25,111.33282237502567,83.05290447401154,4455.427734375,6000.0,6380.0,5930.0,6330.0,42.725824483251095,85965000
2000-05-26,131.96118028814436,77.11788597516527,4158.3994140625,5600.0,5990.0,5600.0,5900.0,36.88455633240903,67100000
2000-05-29,132.5356214987049,71.60716507790326,4054.43994140625,5460.0,5680.0,5240.0,5260.0,35.076999916933836,67130000
2000-05-30,123.06512028901922,66.49038412630776,4054.43994140625,5460.0,5460.0,5460.0,5460.0,35.07699991693383,0
2000-05-31,114.27158934666768,111.75736470032842,4574.240234375,6160.0,6290.0,5960.0,6000.0,49.44382686347863,83935000
2000-06-01,106.10660392659639,113.77537028478417,4678.19873046875,6300.0,6410.0,6120.0,6200.0,51.74383698020092,50230000
2000-06-02,98.52520780646064,128.5102741431808,4915.82177734375,6620.0,6900.0,6510.0,6690.0,56.60360796454078,84385000
2000-06-05,91.48566420940845,127.90222218178357,5004.93115234375,6740.0,6980.0,6680.0,6920.0,58.2995826641587,48010000
2000-06-06,84.94922470098936,118.76390367572817,5004.93115234375,6740.0,6740.0,6740.0,6740.0,58.2995826641587,0
2000-06-07,78.8799147510701,114.56543869231508,5049.48388671875,6800.0,6980.0,6510.0,6600.0,59.22367048523833,53365000
2000-06-08,92.53450012798295,106.38030439923351,4848.9921875,6530.0,6960.0,6530.0,6660.0,53.48033528830584,58550000
2000-06-09,85.92347648176587,133.78758357903783,5212.8505859375,7020.0,7040.0,6530.0,6600.0,60.89251198460966,63860000
2000-06-12,79.78486397841444,136.37469947937575,5339.08642578125,7190.0,7280.0,7030.0,7200.0,63.08982924366696,49515000
2000-06-13,83.3723221796517,126.63184955702867,5242.5517578125,7060.0,7100.0,6870.0,7060.0,60.29968286335262,42495000
2000-06-14,77.41613452257096,159.0208452235187,5673.24462890625,7640.0,7640.0,7090.0,7230.0,67.2571800715318,63020000
2000-06-15,117.60709863893756,147.66040373856976,5197.9990234375,7000.0,7560.0,7000.0,7560.0,55.66471671619669,61225000
2000-06-16,127.77952485539491,137.1116716896725,5004.93115234375,6740.0,6960.0,6710.0,6900.0,51.76150565892625,66455000
2000-06-19,121.50869747764804,127.31663547756439,4975.228515625,6700.0,6950.0,6550.0,6600.0,51.16707128067256,53560000
2000-06-20,112.82839769765143,149.6540104689471,5301.95947265625,7140.0,7180.0,6830.0,6940.0,57.01487254489114,59790000
2000-06-21,109.05449376870503,138.9631721564981,5257.4052734375,7080.0,7380.0,7070.0,7300.0,56.02954597532841,37585000
2000-06-22,104.12148743323469,129.03613958797138,5227.7021484375,7040.0,7270.0,6960.0,7240.0,55.342877364348595,33635000
