Date,Close,RSI,RSI_sign
2000-05-24,6200.0,46.1166517675908,매수
2000-05-25,6000.0,42.725824483251095,매수
2000-05-26,5600.0,36.88455633240903,매수
2000-05-29,5460.0,35.076999916933836,매수
2000-05-30,5460.0,35.07699991693383,매수
2000-05-31,6160.0,49.44382686347863,매수
2000-06-01,6300.0,51.74383698020092,매도
2000-06-02,6620.0,56.60360796454078,매도
2000-06-05,6740.0,58.2995826641587,매도
2000-06-06,6740.0,58.2995826641587,매도
2000-06-07,6800.0,59.22367048523833,매도
2000-06-08,6530.0,53.48033528830584,매도
2000-06-09,7020.0,60.89251198460966,매도
2000-06-12,7190.0,63.08982924366696,매도
2000-06-13,7060.0,60.29968286335262,매도
2000-06-14,7640.0,67.2571800715318,매도
2000-06-15,7000.0,55.66471671619669,매도
2000-06-16,6740.0,51.76150565892625,매도
2000-06-19,6700.0,51.16707128067256,매도
2000-06-20,7140.0,57.01487254489114,매도
2000-06-21,7080.0,56.02954597532841,매도
2000-06-22,7040.0,55.342877364348595,매도
2000-06-23,7000.0,54.6219656210243,매도
2000-06-26,7210.0,57.7347416925556,매도
2000-06-27,7310.0,59.17101206837609,매도
2000-06-28,7520.0,62.08487516779944,매도
2000-06-29,7490.0,61.410610216919906,매도
2000-06-30,7380.0,58.885338790244944,매도
2000-07-03,7500.0,60.780057937450124,매도
2000-07-04,7350.0,57.22976039374945,매도
2000-07-05,7430.0,58.61810546583,매도
2000-07-06,7300.0,55.46723667339045,매도
2000-07-07,7360.0,56.626067193303285,매도
2000-07-10,7600.0,60.997985101469766,매도
2000-07-11,7450.0,57.12259165816379,매도
2000-07-12,7640.0,60.54222778996577,매도
2000-07-13,7760.0,62.57250109674263,매도
2000-07-14,7550.0,57.041130001433594,매도
2000-07-17,7550.0,57.04113000143358,매도
2000-07-18,7460.0,54.64033426963299,매도
2000-07-19,7460.0,54.64033426963299,매도
2000-07-20,6900.0,41.91090318435479,매수
2000-07-21,6920.0,42.426776242079214,매수
2000-07-24,6380.0,33.719572125573485,매수
2000-07-25,6280.0,32.39373363716243,매수
2000-07-26,6550.0,39.330075207153,매수
2000-07-27,6230.0,34.77605706521504,매수
2000-07-28,5730.0,29.105237419890507,매수
2000-07-31,5900.0,33.09968961944877,매수
2000-08-01,6220.0,39.957529909083874,매수
2000-08-02,6070.0,37.99157954602374,매수
2000-08-03,6030.0,37.46225594600454,매수
2000-08-04,5920.0,35.97773902666104,매수
2000-08-07,5580.0,31.785114927247086,매수
2000-08-08,5580.0,31.785114927247086,매수
2000-08-09,6000.0,41.54439841503025,매수
2000-08-10,6160.0,44.78518039285627,매수
2000-08-11,5960.0,41.67494397816597,매수
2000-08-14,6020.0,42.95486630326413,매수
2000-08-15,6020.0,42.954866303264126,매수
2000-08-16,6420.0,51.22974414772641,매도
2000-08-17,6440.0,51.60772838206202,매도
2000-08-18,6200.0,46.909389265666896,매수
2000-08-21,6270.0,48.385347625721245,매수
2000-08-22,6460.0,52.264510449911185,매도
2000-08-23,6190.0,46.87331008863283,매수
2000-08-24,6220.0,47.5210577188431,매수
2000-08-25,6400.0,51.35354077945388,매도
2000-08-28,6330.0,49.829515899425246,매수
2000-08-29,6220.0,47.446613719952644,매수
2000-08-30,6030.0,43.57081816086337,매수
2000-08-31,5470.0,34.59969172666403,매수
2000-09-01,5540.0,36.36350343348636,매수
2000-09-04,5340.0,33.57716959860342,매수
2000-09-05,5150.0,31.136309674981778,매수
2000-09-06,5150.0,31.13630967498177,매수
2000-09-07,4790.0,26.847635250578307,매수
2000-09-08,4880.0,29.463379505671046,매수
2000-09-11,4880.0,29.46337950567105,매수
2000-09-12,4880.0,29.46337950567105,매수
2000-09-13,4880.0,29.463379505671057,매수
2000-09-14,4710.0,27.009627588820628,매수
2000-09-15,4350.0,22.698561422648197,매수
2000-09-18,3970.0,19.212631008908094,매수
2000-09-19,4160.0,25.383022516682953,매수
2000-09-20,4600.0,37.32202336496572,매수
2000-09-21,4400.0,34.61115502718045,매수
2000-09-22,3800.0,28.032820203731703,매수
2000-09-25,4090.0,34.511633576808016,매수
2000-09-26,4000.0,33.503584999024625,매수
2000-09-27,4030.0,34.19358266322592,매수
2000-09-28,4060.0,34.920819960965666,매수
2000-09-29,4040.0,34.64593335003824,매수
2000-10-02,3810.0,31.568390437889597,매수
2000-10-03,3810.0,31.568390437889594,매수
2000-10-04,3890.0,33.935674502874704,매수
2000-10-05,3940.0,35.438917278977236,매수
2000-10-06,3900.0,34.75754280947028,매수
2000-10-09,3690.0,31.34967711340673,매수
2000-10-10,3660.0,30.88382176562335,매수
2000-10-11,3220.0,25.012988988819412,매수
2000-10-12,3140.0,24.115384815455275,매수
2000-10-13,3030.0,22.89859520565943,매수
2000-10-16,3030.0,22.89859520565943,매수
2000-10-17,2740.0,19.83807345915166,매수
2000-10-18,2730.0,19.740096807469193,매수
2000-10-19,2900.0,26.395313090510538,매수
2000-10-20,3330.0,39.957418514446545,매수
2000-10-23,3200.0,37.696021851635415,매수
2000-10-24,3340.0,41.53358185828641,매수
2000-10-25,3210.0,39.12378587956621,매수
2000-10-26,2890.0,33.908472343281545,매수
2000-10-27,2890.0,33.908472343281545,매수
2000-10-30,2750.0,31.760288656502343,매수
2000-10-31,2850.0,34.931259425779565,매수
2000-11-01,3260.0,46.008868326910516,매수
2000-11-02,3320.0,47.41961636429798,매수
2000-11-03,3440.0,50.22109333582343,매도
2000-11-06,3510.0,51.833267545206276,매도
2000-11-07,3440.0,50.086356699540744,매도
2000-11-08,3410.0,49.31919653325174,매수
2000-11-09,3400.0,49.04950663800943,매수
2000-11-10,3380.0,48.47853719341543,매수
2000-11-13,3150.0,42.37022140292919,매수
2000-11-14,3290.0,46.767029948871254,매수
2000-11-15,3390.0,49.717967867650685,매수
2000-11-16,3280.0,46.65425538365666,매수
2000-11-17,3220.0,45.02448421059925,매수
2000-11-20,3100.0,41.87388402386315,매수
2000-11-21,3160.0,43.984491717310256,매수
2000-11-22,3140.0,43.41854582079427,매수
2000-11-23,3210.0,46.03573049204513,매수
2000-11-24,3400.0,52.46307517994788,매도
2000-11-27,3780.0,62.16812614555012,매도
2000-11-28,3520.0,54.03892495461323,매도
2000-11-29,3220.0,46.48570537298462,매수
2000-11-30,3240.0,47.01738767171315,매수
2000-12-01,3180.0,45.5551244016259,매수
2000-12-04,3100.0,43.60772974886699,매수
2000-12-05,3240.0,47.81217467810966,매수
2000-12-06,3210.0,47.00345726400135,매수
2000-12-07,3260.0,48.56498813567561,매수
2000-12-08,3370.0,51.92130583686948,매도
2000-12-11,3580.0,57.60845659350225,매도
2000-12-12,3500.0,54.942190889734896,매도
2000-12-13,3780.0,61.63495641214814,매도
2000-12-14,3620.0,56.47290525124784,매도
2000-12-15,3490.0,52.61697523721758,매도
2000-12-18,3560.0,54.4216021836793,매도
2000-12-19,3530.0,53.48149771765747,매도
2000-12-20,3340.0,47.84443052236074,매수
2000-12-21,3240.0,45.14723816034337,매수
2000-12-22,3140.0,42.563196837812086,매수
2000-12-25,3140.0,42.563196837812086,매수
2000-12-26,3160.0,43.315737770526184,매수
2000-12-27,3160.0,43.31573777052618,매수
2000-12-28,3160.0,43.315737770526184,매수
2000-12-29,3160.0,43.315737770526184,매수
2001-01-01,3160.0,43.31573777052618,매수
2001-01-02,3350.0,51.97455018153948,매도
2001-01-03,3370.0,52.79202111205631,매도
2001-01-04,3780.0,65.68651390570429,매도
2001-01-05,3900.0,68.40651145257706,매도
2001-01-08,3880.0,67.44689199664145,매도
2001-01-09,3840.0,65.46878154029048,매도
2001-01-10,3710.0,59.37406610795802,매도
2001-01-11,3640.0,56.333029466641435,매도
2001-01-12,3840.0,62.277840417563,매도
2001-01-15,3920.0,64.36750186771587,매도
2001-01-16,4140.0,69.38940698878265,매도
2001-01-17,4220.0,70.99049267511602,매도
2001-01-18,4400.0,74.2535679075546,매도
2001-01-19,4600.0,77.30782153352791,매도
2001-01-22,4550.0,74.91515369781165,매도
2001-01-23,4550.0,74.91515369781165,매도
2001-01-24,4550.0,74.91515369781165,매도
2001-01-25,4550.0,74.91515369781166,매도
2001-01-26,3980.0,50.80465974085848,매도
2001-01-29,4020.0,51.97279613511229,매도
2001-01-30,4110.0,54.58573402658177,매도
2001-01-31,4400.0,61.79794861833812,매도
2001-02-01,4270.0,57.39747740193331,매도
2001-02-02,4290.0,57.89422764752396,매도
2001-02-05,4030.0,49.7697367845041,매수
2001-02-06,4010.0,49.19780016345146,매수
2001-02-07,3900.0,46.062511393780255,매수
2001-02-08,4060.0,50.95816370743468,매도
2001-02-09,4070.0,51.25595099097499,매도
2001-02-12,3970.0,48.10994892148656,매수
2001-02-13,3980.0,48.450688249740445,매수
2001-02-14,3980.0,48.450688249740445,매수
2001-02-15,4130.0,53.735687208078495,매도
2001-02-16,4250.0,57.49045561806443,매도
2001-02-19,4190.0,55.083260113684375,매도
2001-02-20,4240.0,56.709958560607966,매도
2001-02-21,4160.0,53.3789661078025,매도
2001-02-22,4010.0,47.71925890067847,매수
2001-02-23,3840.0,42.251511950335825,매수
2001-02-26,3840.0,42.25151195033582,매수
2001-02-27,3790.0,40.66224617236219,매수
2001-02-28,3740.0,39.079231377475466,매수
2001-03-01,3740.0,39.079231377475466,매수
2001-03-02,3610.0,34.9736278512218,매수
2001-03-05,3720.0,40.65495113282568,매수
2001-03-06,3800.0,44.45580063350566,매수
2001-03-07,4000.0,52.62484921801914,매도
2001-03-08,4010.0,52.99708000827821,매도
2001-03-09,3840.0,46.332389421413154,매수
2001-03-12,3670.0,40.806052965217546,매수
2001-03-13,3640.0,39.901571561403756,매수
2001-03-14,3640.0,39.901571561403756,매수
2001-03-15,3920.0,51.5307167818918,매도
2001-03-16,3890.0,50.405311654497,매도
2001-03-19,3800.0,47.08319720435801,매수
2001-03-20,3820.0,47.90488615495187,매수
2001-03-21,3870.0,49.99537898639444,매수
2001-03-22,3980.0,54.336740611712074,매도
2001-03-23,4300.0,64.10101489349628,매도
2001-03-26,4340.0,65.1054578179568,매도
2001-03-27,4150.0,56.95383036395453,매도
2001-03-28,4150.0,56.953830363954516,매도
2001-03-29,4090.0,54.456677750748916,매도
2001-03-30,4160.0,56.834557135037734,매도
2001-04-02,3990.0,50.006085114653956,매도
2001-04-03,3800.0,43.68829094547404,매수
2001-04-04,3660.0,39.70745910544622,매수
2001-04-05,3660.0,39.707459105446226,매수
2001-04-06,3840.0,46.919491772005934,매수
2001-04-09,3710.0,42.92585482473514,매수
2001-04-10,3640.0,40.90679092178273,매수
2001-04-11,3720.0,44.140527031337975,매수
2001-04-12,4010.0,53.97317914703711,매도
2001-04-13,4060.0,55.42989285797793,매도
2001-04-16,3940.0,51.23852504350804,매도
2001-04-17,3970.0,52.211408146730165,매도
2001-04-18,4280.0,60.89404840776673,매도
2001-04-19,4700.0,69.08850059494755,매도
2001-04-20,4490.0,62.08350331896201,매도
2001-04-23,4540.0,63.04427312268057,매도
2001-04-24,4400.0,58.569171165631815,매도
2001-04-25,4520.0,61.11691578042632,매도
2001-04-26,4520.0,61.116915780426325,매도
2001-04-27,4340.0,55.21061596339882,매도
2001-04-30,4580.0,60.66843030611785,매도
2001-05-01,4580.0,60.66843030611785,매도
2001-05-02,4580.0,60.66843030611785,매도
2001-05-03,4600.0,61.16101884318167,매도
2001-05-04,4460.0,55.884837233192464,매도
2001-05-07,4600.0,59.63487790715426,매도
2001-05-08,4590.0,59.247464621241654,매도
2001-05-09,4500.0,55.73790967570955,매도
2001-05-10,4500.0,55.73790967570955,매도
2001-05-11,4410.0,52.15490942873661,매도
2001-05-14,4430.0,52.87980493892855,매도
2001-05-15,4340.0,49.26275952354551,매수
2001-05-16,4210.0,44.52519168944231,매수
2001-05-17,4430.0,52.7981322047281,매도
2001-05-18,4410.0,52.03836639797805,매도
2001-05-21,4580.0,57.62073165025101,매도
2001-05-22,4620.0,58.83481935427371,매도
2001-05-23,4700.0,61.22724238922511,매도
2001-05-24,4530.0,54.039932573445235,매도
2001-05-25,4440.0,50.65008539612853,매도
2001-05-28,4450.0,51.017745298287686,매도
2001-05-29,4640.0,57.4969052211147,매도
2001-05-30,4470.0,50.99703271155385,매도
2001-05-31,4240.0,43.78511929225682,매수
2001-06-01,4240.0,43.785119292256816,매수
2001-06-04,4240.0,43.785119292256816,매수
2001-06-05,4060.0,38.46770398203873,매수
2001-06-06,4060.0,38.46770398203873,매수
2001-06-07,4280.0,47.5045210202933,매수
2001-06-08,4470.0,53.8132947989037,매도
2001-06-11,4280.0,47.64676097454314,매수
2001-06-12,4220.0,45.85959818744887,매수
2001-06-13,4280.0,47.961629133766884,매수
2001-06-14,4230.0,46.34674881256941,매수
2001-06-15,4190.0,45.040212405343766,매수
2001-06-18,4100.0,42.16033812870964,매수
2001-06-19,4110.0,42.599506343498476,매수
2001-06-20,4000.0,39.08404721963965,매수
2001-06-21,3960.0,37.86051340998769,매수
2001-06-22,3870.0,35.19109627996477,매수
2001-06-25,3870.0,35.19109627996477,매수
2001-06-26,3780.0,32.53100357457598,매수
2001-06-27,3720.0,30.856434225299513,매수
2001-06-28,3750.0,32.721259792413996,매수
2001-06-29,3840.0,38.11371782093402,매수
2001-07-02,3860.0,39.27844438749283,매수
2001-07-03,3890.0,41.07004675335209,매수
2001-07-04,3940.0,44.03390336537971,매수
2001-07-05,3860.0,40.52219292684983,매수
2001-07-06,3670.0,33.656967606013126,매수
2001-07-09,3420.0,27.141243483268628,매수
2001-07-10,3400.0,26.695988912122427,매수
2001-07-11,3380.0,26.232538106464602,매수
2001-07-12,3520.0,34.7692864824146,매수
2001-07-13,3400.0,31.413586985281118,매수
2001-07-16,3340.0,29.861712197127133,매수
2001-07-17,3340.0,29.861712197127133,매수
2001-07-18,3350.0,30.525126800684138,매수
2001-07-19,3540.0,41.790857237748476,매수
2001-07-20,3520.0,41.03652401165593,매수
2001-07-23,3460.0,38.77530258824628,매수
2001-07-24,3470.0,39.37489819001658,매수
2001-07-25,3570.0,45.15883026367399,매수
2001-07-26,3630.0,48.34327354343491,매수
2001-07-27,3710.0,52.318823296178905,매도
2001-07-30,3710.0,52.31882329617892,매도
2001-07-31,3790.0,56.22594102327777,매도
2001-08-01,3960.0,63.13832984372455,매도
2001-08-02,3910.0,60.13077267521161,매도
2001-08-03,3990.0,63.154933044347395,매도
2001-08-06,3980.0,62.51658585935714,매도
2001-08-07,3860.0,55.29398686692759,매도
2001-08-08,3800.0,52.0556585088815,매도
2001-08-09,3660.0,45.37765697572094,매수
2001-08-10,3730.0,48.90700601036052,매수
2001-08-13,3830.0,53.526711916355055,매도
2001-08-14,3950.0,58.38886338922372,매도
2001-08-15,3950.0,58.38886338922373,매도
2001-08-16,3900.0,55.57894622602094,매도
2001-08-17,3920.0,56.481111212762244,매도
2001-08-20,3800.0,49.928937951335556,매수
2001-08-21,3720.0,46.09023515645727,매수
2001-08-22,3850.0,52.48339564589648,매도
2001-08-23,3850.0,52.48339564589647,매도
2001-08-24,3840.0,51.933948994543634,매도
2001-08-27,3980.0,58.48643828686385,매도
2001-08-28,3940.0,56.131959826641165,매도
2001-08-29,3930.0,55.53010364797347,매도
2001-08-30,3920.0,54.89621986496023,매도
2001-08-31,3800.0,47.83906327951335,매수
2001-09-03,3760.0,45.728781860826246,매수
2001-09-04,3930.0,54.84539225052676,매도
2001-09-05,3790.0,47.73398834576813,매수
2001-09-06,3770.0,46.800408460666276,매수
2001-09-07,3820.0,49.461563964916614,매수
2001-09-10,3830.0,50.00026073797728,매도
2001-09-11,3740.0,45.31834288223583,매수
2001-09-12,3230.0,28.83889912343015,매수
2001-09-13,3430.0,38.31240765695591,매수
2001-09-14,3390.0,37.244472941440755,매수
2001-09-17,3280.0,34.404356924396424,매수
2001-09-18,3350.0,37.662097320224234,매수
2001-09-19,3280.0,35.750032532191526,매수
2001-09-20,3080.0,30.91995988074262,매수
2001-09-21,2850.0,26.487885537140667,매수
2001-09-24,2850.0,26.487885537140667,매수
2001-09-25,2860.0,27.015407846574828,매수
2001-09-26,2830.0,26.403275042028707,매수
2001-09-27,2810.0,25.980628612029022,매수
2001-09-28,2810.0,25.980628612029026,매수
2001-10-01,2810.0,25.980628612029026,매수
2001-10-02,2810.0,25.980628612029022,매수
2001-10-03,2810.0,25.980628612029026,매수
2001-10-04,2910.0,33.670507514046015,매수
2001-10-05,2950.0,36.51177403972631,매수
2001-10-08,2920.0,35.29078282480243,매수
2001-10-09,3030.0,42.83886410883056,매수
2001-10-10,2980.0,40.52491129853377,매수
2001-10-11,3180.0,51.751441907305015,매도
2001-10-12,3260.0,55.37961852375274,매도
2001-10-15,3200.0,52.20864614438211,매도
2001-10-16,3180.0,51.15713912241713,매도
2001-10-17,3280.0,55.93584081756764,매도
2001-10-18,3260.0,54.78143915529854,매도
2001-10-19,3400.0,60.86932906786762,매도
2001-10-22,3390.0,60.2454065762003,매도
2001-10-23,3480.0,63.83802777389109,매도
2001-10-24,3710.0,71.04054766378277,매도
2001-10-25,3660.0,67.87555572632343,매도
2001-10-26,3620.0,65.36657843639615,매도
2001-10-29,3680.0,67.31807123681325,매도
2001-10-30,3480.0,55.99239750235768,매도
2001-10-31,3470.0,55.48970835171505,매도
2001-11-01,3580.0,59.76843679799815,매도
2001-11-02,3660.0,62.58537709236249,매도
2001-11-05,3700.0,63.944735893888314,매도
2001-11-06,3800.0,67.1573301443771,매도
2001-11-07,3810.0,67.4694798199917,매도
2001-11-08,3860.0,69.05325695898455,매도
2001-11-09,3860.0,69.05325695898455,매도
2001-11-12,4000.0,73.27799261160435,매도
2001-11-13,4000.0,73.27799261160435,매도
2001-11-14,4300.0,80.0473536986787,매도
2001-11-15,4190.0,72.76826921397544,매도
2001-11-16,4180.0,72.12615166401005,매도
2001-11-19,4370.0,76.38921018109124,매도
2001-11-20,4270.0,70.29548485490051,매도
2001-11-21,4220.0,67.40035705368487,매도
2001-11-22,4320.0,70.05653430430722,매도
2001-11-23,4440.0,72.90908762048629,매도
2001-11-26,4600.0,76.1689436450017,매도
2001-11-27,4620.0,76.54881304690593,매도
2001-11-28,4380.0,63.4735674106927,매도
2001-11-29,4200.0,55.77831713070509,매도
2001-11-30,4360.0,60.376771312532604,매도
2001-12-03,4490.0,63.68133779655285,매도
2001-12-04,4600.0,66.24651443498071,매도
2001-12-05,5290.0,77.14913956658211,매도
2001-12-06,5500.0,79.33673170901187,매도
2001-12-07,5670.0,80.92844286556583,매도
2001-12-10,5200.0,65.83026693153303,매도
2001-12-11,5170.0,64.99673371700574,매도
2001-12-12,5400.0,68.30968545065328,매도
2001-12-13,5300.0,65.41091638744196,매도
2001-12-14,5100.0,59.933038954256745,매도
2001-12-17,5010.0,57.59555705021937,매도
2001-12-18,5210.0,61.21558079931238,매도
2001-12-19,5280.0,62.42466257251069,매도
2001-12-20,5300.0,62.781665645271225,매도
2001-12-21,5030.0,55.16212939718108,매도
2001-12-24,5050.0,55.59206871492961,매도
2001-12-25,5050.0,55.59206871492961,매도
2001-12-26,5160.0,58.15167028912129,매도
2001-12-27,5400.0,63.1431901983167,매도
2001-12-28,5580.0,66.38191193630344,매도
2001-12-31,5580.0,66.38191193630342,매도
2002-01-01,5580.0,66.38191193630344,매도
2002-01-02,6160.0,75.16473646525358,매도
2002-01-03,6160.0,75.16473646525358,매도
2002-01-04,6380.0,77.72477947593609,매도
2002-01-07,6360.0,76.94823001635649,매도
2002-01-08,6230.0,71.91846092121,매도
2002-01-09,6450.0,74.90765845795053,매도
2002-01-10,6160.0,65.07427357004413,매도
2002-01-11,6120.0,63.82962769360931,매도
2002-01-14,6600.0,70.99812970208758,매도
2002-01-15,6240.0,61.201368691291414,매도
2002-01-16,6030.0,56.319398839041824,매도
2002-01-17,6000.0,55.63661800091618,매도
2002-01-18,5920.0,53.764753581603486,매도
2002-01-21,5820.0,51.43522005448584,매도
2002-01-22,6000.0,55.198136480728564,매도
2002-01-23,6160.0,58.2916917738712,매도
2002-01-24,6200.0,59.052910621235085,매도
2002-01-25,6460.0,63.69156986210376,매도
2002-01-28,6370.0,61.110845788734245,매도
2002-01-29,6300.0,59.1048815570444,매도
2002-01-30,6060.0,52.71573249019874,매도
2002-01-31,6060.0,52.715732490198754,매도
2002-02-01,6180.0,55.50487963457349,매도
2002-02-04,6240.0,56.8746326221096,매도
2002-02-05,6460.0,61.548719605484735,매도
2002-02-06,6380.0,59.04271263690043,매도
2002-02-07,6300.0,56.56256775446259,매도
2002-02-08,6420.0,59.32275308534679,매도
2002-02-11,6420.0,59.32275308534679,매도
2002-02-12,6420.0,59.32275308534679,매도
2002-02-13,6420.0,59.32275308534679,매도
2002-02-14,7100.0,72.59553229420037,매도
2002-02-15,6830.0,63.706875120391175,매도
2002-02-18,6860.0,64.23092918608735,매도
2002-02-19,6850.0,63.89971109120493,매도
2002-02-20,6800.0,62.17336095707409,매도
2002-02-21,6760.0,60.75914315660934,매도
2002-02-22,6670.0,57.58526309452128,매도
2002-02-25,6640.0,56.52531334244137,매도
2002-02-26,6740.0,59.21986206745843,매도
2002-02-27,7000.0,65.25041619100668,매도
2002-02-28,6860.0,60.09694015756314,매도
2002-03-01,6860.0,60.09694015756314,매도
2002-03-04,7000.0,63.44528192357542,매도
2002-03-05,7220.0,67.9907481265653,매도
2002-03-06,7260.0,68.75157376294987,매도
2002-03-07,7120.0,63.0985391281517,매도
2002-03-08,6980.0,57.96573129457564,매도
2002-03-11,6970.0,57.60527335975512,매도
2002-03-12,7060.0,60.015208212518154,매도
2002-03-13,6960.0,56.19297103908967,매도
2002-03-14,6880.0,53.27006910061326,매도
2002-03-15,6600.0,44.53802478888175,매수
2002-03-18,6640.0,45.90228813357451,매수
2002-03-19,6980.0,55.844654727316055,매도
2002-03-20,6980.0,55.844654727316055,매도
2002-03-21,6830.0,51.04463838330135,매도
2002-03-22,7010.0,55.938851216960686,매도
2002-03-25,6800.0,49.69660643139909,매수
2002-03-26,6980.0,54.394295954983505,매도
2002-03-27,7270.0,60.75344171209731,매도
2002-03-28,7150.0,57.19927287677059,매도
2002-03-29,7360.0,61.44956855504103,매도
2002-04-01,7480.0,63.669723737072424,매도
2002-04-02,7970.0,71.01120600034298,매도
2002-04-03,8080.0,72.361448046511,매도
2002-04-04,7780.0,63.653478981731446,매도
2002-04-05,7780.0,63.65347898173144,매도
2002-04-08,7380.0,53.66675458954266,매도
2002-04-09,7380.0,53.66675458954266,매도
2002-04-10,7120.0,47.99076820622879,매수
2002-04-11,7190.0,49.53818827982108,매수
2002-04-12,7380.0,53.57569657573277,매도
2002-04-15,7700.0,59.45905748671302,매도
2002-04-16,7780.0,60.79666232216788,매도
2002-04-17,8120.0,65.94007416307181,매도
2002-04-18,8130.0,66.081027936104,매도
2002-04-19,7920.0,60.42568949364596,매도
2002-04-22,8200.0,64.75663392152681,매도
2002-04-23,8540.0,69.16891909737883,매도
2002-04-24,8640.0,70.34487677636996,매도
2002-04-25,8260.0,60.84730528870739,매도
2002-04-26,8000.0,55.34167744749476,매도
2002-04-29,7620.0,48.442643690189655,매수
2002-04-30,7640.0,48.80438639884513,매수
2002-05-01,7640.0,48.80438639884513,매수
2002-05-02,7590.0,47.831345446453916,매수
2002-05-03,7400.0,44.223148757196384,매수
2002-05-06,6960.0,37.22075479246825,매수
2002-05-07,7040.0,39.108635630768944,매수
2002-05-08,7250.0,43.87946903070818,매수
2002-05-09,7240.0,43.703869309023965,매수
2002-05-10,6680.0,35.20691722605118,매수
2002-05-13,6710.0,35.92561391685578,매수
2002-05-14,7160.0,45.66197730910925,매수
2002-05-15,7520.0,51.9521292738913,매도
2002-05-16,7400.0,49.879402863109554,매수
2002-05-17,7650.0,53.99721213291602,매도
2002-05-20,7400.0,49.608001661292775,매수
